respondent_id,education,age,income,voted_2020,political_interest,volunteer_hours,donations,social_media_political
42,Some College,20,74428.56701928718,Yes,1,5,251.05302672370524,9.271971855778247
43,Less than HS,44,70443.95761112106,Yes,8,1,1.9396565915184016,8.758256633300334
44,Some College,67,76243.52276110371,Yes,5,6,255.27140529305044,5.880257794633508
45,High School,75,45724.24406952238,No,4,2,0,4.330639352556318
46,BA,74,142263.59955934723,No,2,5,315.54141018695907,0.8185302070342004
47,Some College,73,30779.28463333273,No,9,4,0,9.999241123441607
48,Graduate,61,55707.586309825536,No,9,1,82.91890101732199,1.8995345034636557
49,Graduate,31,77487.29141577522,Yes,6,2,100.37587025813963,8.039920590817928
50,BA,69,77945.9171210147,Yes,10,2,260.5279080135309,4.91282150382176
51,High School,24,29925.892818976936,Yes,4,4,209.34768832026018,8.328538369387388
52,BA,33,60494.82825881258,No,4,2,340.6220675831997,7.264609339181334
53,High School,50,23026.336458609392,Yes,4,2,225.30763407458156,6.24790821922943
54,Graduate,59,92520.17641049167,Yes,3,3,16.682446056883947,9.928026273846626
55,BA,28,37411.23362975398,Yes,6,6,52.02965328566674,1.6284888447262347
56,Graduate,56,31214.19315087084,Yes,4,7,97.87118051720809,7.473132575396448
57,BA,58,64824.948834158015,No,2,3,185.88398571749855,7.3743754043243825
58,Graduate,50,27316.010552569325,Yes,2,4,0,7.211838064249605
59,High School,58,71383.74422076231,Yes,6,2,22.423955854515654,0.25564604438841343
60,High School,45,48331.41111590967,No,8,5,0,1.0238851723261178
61,Less than HS,42,46150.69732869589,Yes,10,5,0,6.0719254543073475
62,High School,84,17149.956397879472,No,4,2,425.49154553760803,6.400349244941026
63,Some College,78,15000,No,8,2,224.67742012843647,0.8066561794839799
64,High School,25,98308.86235240549,No,2,3,49.82454642775516,0.9448362118564546
65,High School,75,117815.52783728071,Yes,10,4,211.61411618819858,4.823870868422091
66,BA,48,102694.99239496831,Yes,7,3,357.9426710217713,2.8075028536841273
67,High School,39,62553.98305941071,Yes,9,0,0,7.45879874099046
68,High School,83,69418.14753990652,Yes,5,3,275.76441032580135,8.06416243314743
69,Graduate,33,75637.92678627126,Yes,10,1,0,8.959719778504223
70,Some College,56,54885.76689916905,Yes,3,6,202.53702258843458,8.300360832363367
71,Less than HS,66,79779.61854969444,No,1,0,160.76360641402445,6.994089193176478
72,BA,23,89896.00380751617,No,10,3,92.68740528984175,3.3914363058283925
73,High School,20,93428.34618809627,Yes,4,2,0,5.4750818642787635
74,Less than HS,18,99962.86503398074,Yes,3,3,35.604459938000275,2.882111428771168
75,BA,26,52365.009011287126,Yes,8,3,192.81873828127956,9.08465052722022
76,Some College,75,75038.08269310967,Yes,6,3,504.945187674261,3.934739069081843
77,Graduate,56,61813.32035080482,Yes,4,2,0,7.597261997871101
78,Some College,81,26387.405413455683,Yes,10,2,0,9.708290060516447
79,Some College,62,37758.20419850144,Yes,10,2,0,3.7720058322884142
80,BA,19,56481.92753962996,Yes,1,2,28.59663091874617,0.03498503006994724
81,Some College,76,72997.77375197547,Yes,4,5,0,4.706312725320458
82,Some College,54,101729.57926871837,Yes,6,1,0,4.473813781514764
83,High School,22,89645.76580477179,Yes,10,2,0,4.186097173951566
84,High School,76,27566.996232139514,Yes,3,3,450.304812214944,8.655902459286153
85,Some College,30,83038.25041575091,No,9,4,92.93941951522275,0.8931484934873879
86,Less than HS,78,37737.43351612847,Yes,2,2,0,4.3526950920931995
87,Less than HS,73,92010.34663241889,No,6,4,0,8.51682111620903
88,Some College,85,36383.85458161719,No,10,5,474.30841840115284,1.1880744085647166
89,Less than HS,68,27773.24856761283,Yes,7,1,359.3930500830377,2.924939626827836
90,High School,21,67446.50287405172,Yes,10,6,0,7.424233516212553
91,High School,37,40607.69265650702,Yes,6,3,395.7153392195338,5.711213171016425
92,BA,28,96943.53976405444,No,4,1,356.28142730279956,8.098469818942249
93,BA,70,33529.423445121625,Yes,10,1,188.4701728319659,7.89150380063802
94,Some College,81,80480.27975502238,Yes,6,1,152.46398045141888,1.1004686309024692
95,Less than HS,26,94572.40953255088,Yes,2,5,0,2.823038287460804
96,Graduate,83,54450.29066053821,Yes,5,2,92.55678714055433,3.7706698663532734
97,BA,48,78552.47685415245,Yes,5,5,0,1.461206995882094
98,Some College,33,47192.83463807205,Yes,4,3,0,7.450815984047949
99,High School,38,30905.141952436497,Yes,4,2,210.75626378543407,0.5013695429079235
100,Graduate,65,15000,Yes,10,3,0,2.1940063848160207
101,Graduate,77,37202.082211073444,Yes,5,7,5.402939622420789,1.3336917757987976
102,Some College,48,76855.14804478781,Yes,4,4,0,4.834233212750405
103,High School,28,67225.14201648174,Yes,8,3,0,7.189608318731189
104,High School,27,33305.19999190878,No,1,1,0,4.0499067679047585
105,BA,55,62673.364894448096,Yes,4,4,358.1002207174818,6.869175899773836
106,Graduate,59,15000,No,8,3,259.67921732510524,4.317285674624145
107,Graduate,43,89285.59635448156,No,7,4,0,7.421452470589429
108,Less than HS,64,38907.50440117267,Yes,10,2,215.80511289293628,4.317509718239307
109,Some College,46,61247.67674469418,No,9,4,0,3.08866776060313
110,High School,35,77334.54856353621,Yes,9,2,158.83099732317928,9.007938797585666
111,Some College,40,39486.94084859698,Yes,4,1,113.92648156520177,6.340914000757039
112,Some College,36,108996.53213625209,Yes,8,4,162.3137749359884,8.642052677460015
113,High School,23,74206.35629629133,Yes,8,3,107.42097303008269,5.404001525603235
114,High School,32,77890.42498400157,Yes,5,3,204.4478295976366,6.823082203045487
115,BA,30,89311.31194243966,Yes,1,1,130.2847884440567,2.4650121945887804
116,Less than HS,81,92635.18733372597,No,6,4,242.70707821044965,4.160587014630437
117,Less than HS,78,81344.23649584074,Yes,6,4,140.72188638754025,5.515313125215471
118,BA,41,136087.8507065907,Yes,6,2,357.0109357518012,0.4830682906322181
119,Some College,72,46907.17215923268,Yes,4,3,87.89720655897736,1.169627218041569
120,High School,28,111825.18880250004,Yes,8,3,0,1.7507719621062279
121,Less than HS,81,24384.91556052276,No,9,6,19.74349288553331,3.019668869674206
122,High School,46,49759.86196770972,No,2,3,72.3737222066698,8.670165280345827
123,Some College,26,50650.66602743063,No,1,5,0,6.1945751891471446
124,Graduate,44,38054.89153305281,Yes,4,5,0,1.8429496348835528
125,BA,19,68248.23571237593,No,8,5,0,7.342814733274281
126,BA,28,84496.38687828014,No,9,3,220.2325479261906,3.7769852904602885
127,Some College,43,40385.79821773981,Yes,7,3,514.3757778022427,4.798479885794222
128,High School,45,75792.84585672744,Yes,8,2,52.26079722171567,8.625645493157208
129,BA,50,83999.74785313946,No,2,2,0,5.494277812540531
130,High School,25,67934.47756596607,Yes,10,4,0,0.960225211456418
131,BA,34,40964.48732150024,Yes,4,3,43.39478018928512,6.709170327521861
132,BA,38,31931.205398980117,Yes,7,4,342.52538743389266,9.593643157277256
133,BA,84,39450.28962282977,Yes,2,8,35.85224336485049,0.0855572591535747
134,BA,80,80582.54519144006,Yes,7,4,0,4.556619504000992
135,High School,36,118469.46839887189,No,9,3,31.716108693272037,6.864988442976028
136,High School,69,46999.189693514585,Yes,3,3,102.37944031211936,0.07867836859077215
137,Graduate,65,109160.86456166227,Yes,9,4,720.0566929467556,4.628579036798328
138,Graduate,70,33873.58663746928,Yes,4,2,421.12109261382,1.5066357096657157
139,High School,78,47856.51968633905,No,3,3,211.41181611385838,8.541983866598457
140,Some College,57,62696.32668695293,Yes,1,1,424.95569245535415,3.8919446151703596
141,BA,42,52100.828585773335,Yes,3,6,0,2.266355671454221
142,Graduate,84,70350.35454768626,No,10,5,0,9.171228809282184
143,High School,20,90047.64023501177,Yes,4,3,328.1355826859939,1.9376277946867049
144,BA,26,96399.52270505586,Yes,1,5,168.5338394749826,8.573599103838205
145,Graduate,41,87874.88113271355,Yes,9,2,350.85089290289096,1.6014900710433722
146,Graduate,28,19834.43974100827,Yes,6,3,120.30838051383289,7.622532867826521
147,Some College,62,47278.71765314158,Yes,10,6,0,6.521523830015212
148,High School,32,54398.46745736231,Yes,6,0,0,6.573586107697338
149,BA,43,85798.3373484842,Yes,2,4,459.8596246348206,3.6087159463204443
150,Graduate,59,18023.81645082428,No,3,3,0,4.605484229978174
151,Graduate,78,44663.08019446871,Yes,5,6,36.1381357569868,2.7171124308370054
152,Graduate,47,84956.47995233093,Yes,9,4,143.10520070066914,3.0525744264014065
153,Less than HS,42,93657.3512542097,Yes,3,2,47.54966560832769,3.8264062628149986
154,BA,84,73730.1341202106,Yes,1,2,210.25677536530807,1.3514994271099567
155,Some College,48,115535.71953745333,Yes,8,3,389.3810947216678,2.449095838237554
156,High School,31,15000,Yes,8,3,183.43606979598937,8.443516944535077
157,Graduate,40,71896.92900861624,No,3,6,104.35903096680154,1.8175549083389342
158,Some College,30,62958.66262596226,Yes,1,1,28.645417799710337,5.4349106177687645
159,Graduate,54,34947.948380828646,Yes,10,1,0,0.678811171092093
160,High School,42,48199.53610725906,Yes,8,4,109.45443390435673,8.364725457504392
161,High School,26,72217.04081550814,Yes,1,3,167.95884676980305,3.7720215576700866
162,Some College,61,101418.24543556602,Yes,1,1,112.7082710542941,9.894413009751588
163,Graduate,31,72570.75455492079,Yes,4,0,62.35447543859937,8.801165269687772
164,High School,41,84572.42314077156,No,8,2,0,6.680304831825197
165,High School,69,37133.2206511992,Yes,7,3,108.15029279548433,6.013776483014226
166,BA,22,51659.18147280127,Yes,5,5,598.2459842630093,4.393048933707178
167,BA,70,63819.73443728697,Yes,3,1,215.0319197582197,6.777057347353548
168,Less than HS,52,69292.40171480627,Yes,4,2,0,8.437236857134849
169,Some College,77,80875.99936630494,No,5,2,172.15221445781486,0.18348016310483217
170,BA,30,59433.24535045997,Yes,5,6,242.2036896617808,3.285834393464029
171,BA,48,88000.2517586373,Yes,1,0,349.05586772270277,0.08711642818525434
172,Some College,28,72929.69047946297,Yes,5,3,0,6.697067117784172
173,High School,66,24325.331710135935,No,4,3,27.93905350068451,2.874102331697941
174,Graduate,60,75772.14644965075,No,3,5,286.71653760802633,9.711806133855134
175,Graduate,78,15000,Yes,2,5,0,0.35182588268071413
176,Graduate,63,45922.151679343275,Yes,6,3,0,2.705595684237778
177,Less than HS,85,73713.00044477201,Yes,6,3,104.80855783485175,7.482762422878295
178,BA,82,25886.17301870638,Yes,4,4,149.411408967254,1.741260674316436
179,Some College,54,61576.98202016978,No,10,3,0,8.502747893799096
180,Some College,61,62211.13744928756,Yes,3,4,0,1.42945087980479
181,Less than HS,40,61323.18120657876,Yes,7,1,113.68427420544195,8.171347728930414
182,BA,61,38500.67686044613,No,5,2,136.4772162281615,8.924483221489936
183,High School,52,83005.08408203916,Yes,4,1,132.41154495108358,4.492758789565414
184,Graduate,70,86514.03096898866,Yes,2,6,0,7.248503295704722
185,BA,75,53273.756525770084,No,8,3,0,0.018856266979128122
186,BA,50,77836.7755125858,No,2,4,64.22652659218639,8.98315044818446
187,Some College,29,39886.84297111095,Yes,5,7,194.5552144254247,8.79687005886808
188,Less than HS,50,65676.7960260048,No,3,2,290.81526009498504,7.737017166800797
189,Graduate,73,87801.82542457119,Yes,7,2,10.310299877524598,6.0489256819710135
190,Less than HS,44,72371.39996264326,Yes,10,5,379.4181770687815,5.882714679464698
191,Less than HS,57,69241.74040555039,Yes,2,7,55.091776305948784,2.6722638681530952
192,High School,56,105217.31977024395,Yes,6,2,224.32013904146032,5.949602676555514
193,High School,38,42526.83087751883,No,1,2,64.9414507454131,6.609553878661245
194,BA,27,88297.53612708444,No,1,0,445.3115067278565,5.328306425362825
195,Some College,66,71845.44820489132,No,3,2,427.53379622117257,9.1848335089162
196,High School,18,42907.98531861363,Yes,8,2,114.74529193562577,2.4741130508482456
197,Graduate,43,62887.1755659204,Yes,7,3,415.26942847943843,8.812858583405614
198,Some College,19,53716.202307586194,Yes,4,1,0,5.506882295012474
199,Graduate,73,84896.69205745913,No,5,5,625.3509576013815,7.8428657981567085
200,Some College,30,77320.87651820177,Yes,10,2,0,3.8052330655045807
201,High School,18,15000,No,5,7,315.72499422403644,5.655390757601708
202,Some College,47,114452.71464088117,Yes,4,2,0,7.5896290759555995
203,BA,48,15000,Yes,10,4,305.26408010450496,3.541771813761443
204,Less than HS,28,85610.18500425095,Yes,6,0,237.04973681388597,1.4356048475019634
205,High School,34,42537.150600044224,No,6,2,4.555514229259073,8.903624163940549
206,High School,42,97073.38277976017,Yes,8,2,401.05487220510423,1.2737367348745465
207,Some College,25,76904.87989654174,Yes,3,2,269.8949464623564,0.015294710174202919
208,BA,65,106560.59777638907,Yes,2,5,0,9.412244176492095
209,BA,50,59657.5964468932,Yes,5,4,243.22858726847207,1.4099858817644417
210,Graduate,52,15000,No,6,0,24.59683446802775,4.337880297098309
211,Less than HS,69,58039.64128822678,Yes,3,1,298.5415181316099,3.357687566895038
212,BA,82,68178.1148577582,Yes,10,6,0,9.042666633613408
213,BA,26,101527.09351951288,Yes,2,2,148.26728292898449,5.636497554369271
214,BA,65,29847.09201686876,No,6,6,50.9184037723294,8.487559875939041
215,Some College,50,57005.72528314816,Yes,10,3,0,8.174761377740651
216,Some College,19,51359.43333267896,Yes,2,1,133.09376234895282,2.106237201951444
217,Graduate,72,110147.9650444214,Yes,1,1,0,4.71580722136423
218,Some College,39,16323.849796159446,Yes,10,8,459.57043090823265,1.7425356479361653
219,BA,29,96771.6493422814,Yes,7,5,247.1988168969363,1.7390951584093273
220,High School,36,99709.40106287716,Yes,5,1,0,2.73577390704304
221,Graduate,70,61581.234230021066,Yes,2,3,0,0.12497008312493563
222,High School,50,90655.72910320744,No,1,3,79.52472597981141,0.22870214888826013
223,Some College,33,80334.17276569174,No,3,1,44.926083166752406,6.037629824131727
224,BA,37,43567.43044481514,Yes,3,2,4.274856977848707,6.2640507449395955
225,Graduate,55,44150.8521549586,Yes,8,2,0,7.903658214490861
226,Some College,30,15000,Yes,5,5,180.75849163773432,2.989842912647873
227,BA,54,112443.8096508189,No,1,2,221.49155233858033,6.279254471883178
228,Some College,77,103904.9958735508,Yes,6,1,0,0.7753270864486694
229,Graduate,32,103110.63612118538,Yes,10,2,62.74713368518196,8.809755477122962
230,BA,45,64517.66396438547,Yes,1,2,166.5147553975141,1.9664718699641526
231,Some College,37,47547.111398053945,Yes,7,4,484.23237442240907,1.6324967285618186
232,BA,32,15392.736015605557,No,9,1,245.93451590795024,8.876217855140567
233,Graduate,56,47767.73683330031,Yes,6,4,0,1.1231368384324014
234,Some College,66,37771.337362637074,Yes,9,4,132.82479863156914,8.740821499377489
235,High School,80,24033.81300784269,No,9,3,215.49047332250134,6.002308567985892
236,Some College,75,74248.99780488791,Yes,1,4,85.17543130994571,8.826854878570884
237,High School,19,50821.17492732605,Yes,2,1,237.83767513362375,0.4082939773797989
238,Less than HS,42,78386.66707003076,No,1,3,137.64077750710769,2.5073211337439716
239,Some College,42,41745.266874454734,No,3,3,197.39995913586736,9.00136236101389
240,BA,50,126820.62852554406,Yes,1,2,0,9.390705646947026
241,Graduate,50,142561.89120566545,No,2,2,164.2630001834676,0.13035442447289824
242,BA,61,109994.19209270885,Yes,2,1,164.4607440764419,1.9151937426067889
243,Graduate,65,61994.22176634091,Yes,9,2,50.317871169980464,7.2781302011571825
244,Graduate,56,84415.57443990611,Yes,9,3,184.9973354431267,7.427871143445373
245,Graduate,23,22862.30705551469,Yes,9,1,239.84076736495993,7.98000677023083
246,BA,21,24976.47056694165,Yes,6,1,474.89528977245266,4.296570064034313
247,Some College,36,51598.11964841954,No,10,6,0,1.2607843475416303
248,High School,18,115718.59581853126,No,4,7,320.3834198464674,9.222016669809818
249,Graduate,22,58299.04562911106,Yes,10,2,0.29110436234305315,6.194155293051153
250,Some College,62,92703.15532411732,Yes,7,1,317.57551751290896,7.565652339253575
251,Some College,47,63514.229184696385,Yes,5,6,154.13117932065117,9.619419206865132
252,High School,48,54593.27347147398,No,5,3,281.1292656227372,0.6104798801243305
253,High School,75,70977.55758837741,Yes,8,0,0,0.19004893256351352
254,High School,57,61030.16644844356,No,5,2,396.0603943671384,9.278887917753309
255,High School,31,108626.95168096802,Yes,10,3,333.42196784986226,2.0175467198714614
256,Some College,40,25380.82479949212,Yes,7,2,0,3.6668890388682485
257,BA,58,68276.21490432632,No,10,4,322.3725589832419,9.038183055818081
258,BA,49,64235.833462370036,No,1,3,476.9657086393358,2.424943794030696
259,Less than HS,34,60945.27227208957,No,6,4,25.854415127865614,3.835085502360016
260,Some College,70,45784.240576063065,Yes,4,4,54.603523600084415,3.6786434869281948
261,BA,64,86524.4766722462,Yes,3,3,0,3.244670401327312
262,BA,82,20692.705609378245,Yes,3,2,42.41138213045752,1.1211037822067738
263,Some College,19,87623.14394489568,Yes,1,0,0,8.953590525779873
264,Graduate,80,15000,No,1,1,0,3.119004173204303
265,Some College,72,111592.99543136152,No,5,3,348.9214432833615,7.212256009224802
266,Some College,28,86061.85996925304,Yes,4,4,275.97414938012645,1.0534773324616253
267,High School,22,66545.71437605719,Yes,9,4,0,5.469870215747505
268,Some College,81,15000,Yes,8,7,132.87692701343906,9.276954724919051
269,High School,41,62417.878026394435,Yes,1,5,323.48786566347087,5.137025616131723
270,High School,48,42849.27662723235,No,2,4,371.0028869167674,4.697065616492182
271,BA,59,100031.72079057776,No,6,2,0,8.605360048823059
272,Some College,54,16020.511512412739,Yes,6,4,280.7991346110898,0.10714096017181873
273,High School,42,16606.12532777097,Yes,2,3,15.82303404705664,1.5970701491460204
274,Less than HS,57,58260.21944635563,Yes,8,3,437.5853243161213,1.085029544774443
275,Less than HS,35,63344.955489621796,Yes,2,1,0,5.935026330407709
276,BA,23,46179.02129227447,Yes,2,3,364.09439353710115,3.7496619555167854
277,Some College,29,59469.51858761685,Yes,3,3,0,5.223521201405674
278,Some College,21,57108.66017247192,Yes,9,0,0,0.025792657397687435
279,BA,24,49230.61276244986,Yes,3,2,74.71372898675733,3.759215376339853
280,Some College,65,44743.175067856406,Yes,5,4,148.77511196476468,0.17383771017193794
281,Some College,71,60296.34186002855,Yes,5,2,419.81736651021714,1.912201950326562
282,BA,66,94077.28225068017,Yes,8,2,0,0.43958356138318777
283,Graduate,39,120897.98394506852,Yes,5,4,0,3.737875730730593
284,BA,54,95565.7246651624,No,9,3,0,8.379722055979073
285,BA,21,66370.75464879491,No,6,4,115.51626595444795,3.6853180802427232
286,Less than HS,27,28946.24982566728,Yes,6,6,190.5591491174378,6.056260543409735
287,Some College,60,92280.62465692834,No,9,3,0,2.2133368253707886
288,Some College,62,108858.7466150048,Yes,4,3,225.0213385393498,4.179111155681312
289,Less than HS,38,59461.19738144884,No,4,2,132.2244143200692,8.947070552967489
290,Graduate,40,59294.95194852543,Yes,5,4,175.5955843381777,0.7781517831608653
291,Graduate,28,102298.84407988632,No,5,4,175.11732854090243,7.851649112999439
292,Some College,78,70567.6249454945,Yes,4,2,20.642755375295774,3.162549079861492
293,BA,64,133130.6683786178,No,2,2,184.23989874306693,5.359508867841214
294,BA,84,63453.352403324294,Yes,8,6,228.80545770183247,1.1529485718347132
295,High School,22,16533.535124124595,Yes,8,6,0,7.5700836116448045
296,Some College,65,96738.67519841678,Yes,10,6,318.4558378449839,5.443815998733044
297,Graduate,19,75856.84268545876,No,2,3,0,6.85937442118302
298,Graduate,69,57023.69882748449,No,3,4,277.4973968450508,7.072325532790273
299,Graduate,63,27326.557947939098,Yes,1,2,0,6.371195411775261
300,Less than HS,72,91294.52501516842,Yes,8,4,0,4.22483978793025
301,Some College,80,82779.04000671455,Yes,9,1,447.03836978428126,8.976597059518099
302,Less than HS,27,73145.77042627352,Yes,8,3,226.07305721153637,6.19875778676942
303,BA,29,111598.20413529417,No,2,3,357.96234824030904,3.01533168181777
304,Graduate,26,33085.79370978371,Yes,3,3,46.796335147445724,8.569930451922119
305,High School,58,71204.67492040234,Yes,5,3,0,8.426331758964807
306,Some College,23,57532.00233033303,Yes,3,4,0,5.132382018491626
307,Graduate,23,80461.66021756291,Yes,6,4,224.6848727858396,7.171594779938459
308,Some College,43,78283.57460181206,Yes,10,3,176.79049264454113,1.5019963448867202
309,High School,79,61486.50144128013,Yes,9,3,247.90903016134328,0.0505775329656899
310,BA,63,20064.755817740912,Yes,6,2,222.29482357608953,9.705618859734386
311,Graduate,68,66416.01817908561,No,7,1,0,0.7490016659721732
312,High School,36,109407.73602828204,No,3,2,0,5.95939762191847
313,Some College,83,15000,Yes,8,3,279.4583987493524,3.4292264794930816
314,Less than HS,65,48843.33119851797,No,7,4,284.2478258289774,3.14307909226045
315,BA,27,80083.59778555878,Yes,3,4,0,9.093674970790744
316,High School,23,32200.616766381903,Yes,4,2,0,4.414249954279512
317,High School,69,34219.2166870419,Yes,5,4,253.4960989142759,8.295692075043917
318,Some College,23,34638.915690020214,Yes,2,0,258.7105808638472,5.984509428963065
319,BA,53,41520.974691267686,Yes,3,4,467.22953482746846,7.4580387701280415
320,Less than HS,27,75786.88436171731,No,3,4,39.09253593689633,4.416257238481194
321,Graduate,20,124958.60656746078,Yes,8,3,337.3143868063083,2.7421996416524053
322,BA,20,81618.0440127605,No,4,3,303.56786349247204,2.4200092093087733
323,Some College,82,40750.89953208459,Yes,5,1,181.09812421032544,5.244108238257468
324,BA,84,48289.44566559953,No,1,2,0,7.434625732712448
325,Some College,66,32431.89407637695,Yes,10,4,375.4517685661074,4.845561343245208
326,High School,60,43406.17947028011,Yes,2,2,177.9451462573167,4.631524302531034
327,BA,33,44222.994701977055,Yes,5,2,119.06401095988856,4.292415424715728
328,High School,67,107405.14113647312,No,9,4,99.27365900480179,2.6881092390976846
329,Some College,71,84228.86567369581,No,8,9,91.62106621151385,1.3951477617956698
330,High School,60,15000,Yes,3,6,245.61470333428147,0.310883317142725
331,Some College,75,89785.65784407021,Yes,10,1,0,3.7119592051021755
332,BA,80,103423.25925397367,Yes,6,5,0,2.890658797696233
333,Less than HS,50,58059.673862881304,Yes,10,2,520.0412465804133,1.427964789327234
334,Graduate,85,105764.82443500613,Yes,3,2,2.380020902304225,6.4557471964508295
335,Some College,49,75237.1716356643,No,8,4,0,8.385646776296198
336,BA,31,84267.0854373249,No,6,8,253.49492167301634,7.413872524630278
337,High School,31,55363.678464126395,Yes,10,3,161.8342072872842,3.025157747324556
338,Some College,39,108205.86984051019,Yes,8,5,0,1.0127141582779586
339,High School,51,66612.02363609333,Yes,4,2,181.77026089285084,5.499754338525236
340,BA,59,56908.59310763157,Yes,9,4,21.069272679568996,9.346463815309107
341,Some College,83,79002.68806332581,Yes,5,5,0,8.384181938599795
342,Some College,71,61678.65883611441,Yes,3,4,221.7811380529396,1.426484938710928
343,High School,46,57318.0373631276,Yes,6,5,459.62835857369026,7.456447733566165
344,BA,50,86782.76572221676,Yes,7,2,0,2.708917350973934
345,Some College,55,58970.53933196189,No,9,6,0,1.1560760368593037
346,High School,28,52319.841163655095,No,6,4,0,5.7030446524731815
347,High School,78,48734.907329643815,Yes,5,2,249.09817223671843,0.033225007355213165
348,Less than HS,48,23294.662836766365,Yes,6,4,0,6.620363334659487
349,BA,60,113214.06231696703,No,6,0,515.3319026472547,3.8950553862378
350,High School,21,45414.85427232654,Yes,3,3,103.13895160674717,4.917073126416653
351,High School,60,53588.94472116994,Yes,7,4,0,7.679995545186102
352,Less than HS,48,67602.29109648896,No,6,4,166.95853994926296,2.76736022438854
353,Graduate,73,45528.26107062309,Yes,6,4,0,4.4642459019087255
354,Some College,46,15000,Yes,10,1,41.90775876554501,0.4020279343239963
355,BA,85,78457.32166239928,Yes,5,5,70.75776916872087,5.409046807326376
356,Graduate,30,80701.64477576489,Yes,7,5,174.67506149396178,1.4521740470081568
357,Less than HS,53,57616.33281002961,Yes,8,4,207.89520167383148,5.999656831845641
358,High School,42,48663.62878449451,No,8,3,106.83169654976531,6.043375639710575
359,BA,67,40889.509557716796,Yes,10,1,0,3.526315735653043
360,Some College,32,123634.13151421444,No,9,0,296.9880415022731,6.380212206859142
361,Less than HS,37,56093.37671313963,Yes,8,2,0,2.9999627242796123
362,BA,75,63937.85938369937,Yes,3,2,164.52613382933393,5.972635084763169
363,BA,75,68215.69143405663,Yes,6,4,8.152001704625588,2.521592399571091
364,High School,46,58081.38405364898,No,2,3,79.08522134853888,4.7201954666525126
365,BA,49,136702.10121786973,Yes,5,5,0,5.256483766715974
366,Some College,51,64651.029688019014,Yes,10,4,0,4.9487457145005465
367,High School,28,32328.217800242477,Yes,9,4,238.94244547637663,8.593115422409028
368,BA,20,74413.0754951323,No,4,1,360.80058467588407,5.407860663253814
369,Some College,65,97871.64210086036,No,8,2,400.39867122053914,7.8587990533560514
370,BA,47,34433.16195044232,Yes,1,3,117.69878080677556,9.987599339801818
