enroll_id,day_of_course,videos_watched,quiz_attempted,forum_posts,subscription_type,completed_course
4,4,2,TRUE,1,Free,FALSE
4,5,0,TRUE,0,Free,FALSE
4,6,1,TRUE,0,Free,FALSE
4,7,4,FALSE,0,Free,FALSE
4,8,2,TRUE,1,Free,FALSE
4,9,1,TRUE,1,Free,FALSE
4,10,2,TRUE,1,Free,FALSE
4,11,0,TRUE,0,Free,FALSE
4,12,2,FALSE,1,Free,FALSE
4,13,1,TRUE,1,Free,FALSE
4,14,0,FALSE,1,Free,FALSE
4,15,0,FALSE,0,Free,FALSE
4,16,5,TRUE,1,Free,FALSE
4,17,1,TRUE,1,Free,FALSE
4,18,2,TRUE,1,Free,FALSE
4,19,2,TRUE,0,Free,FALSE
4,20,0,TRUE,1,Free,FALSE
5,1,0,FALSE,1,Premium,FALSE
5,2,0,TRUE,0,Premium,FALSE
5,3,4,TRUE,0,Premium,FALSE
5,4,1,FALSE,0,Premium,FALSE
5,5,3,FALSE,1,Premium,FALSE
5,6,1,FALSE,1,Premium,FALSE
5,7,3,TRUE,1,Premium,FALSE
5,8,1,FALSE,0,Premium,FALSE
5,9,1,FALSE,1,Premium,FALSE
5,10,3,TRUE,1,Premium,FALSE
5,11,3,FALSE,1,Premium,FALSE
5,12,2,TRUE,0,Premium,FALSE
5,13,1,TRUE,0,Premium,FALSE
5,14,2,FALSE,2,Premium,FALSE
5,15,1,FALSE,1,Premium,FALSE
5,16,1,FALSE,0,Premium,FALSE
5,17,1,FALSE,0,Premium,FALSE
5,18,0,TRUE,0,Premium,FALSE
5,19,3,FALSE,0,Premium,FALSE
5,20,0,TRUE,0,Premium,FALSE
6,1,1,TRUE,0,Premium,FALSE
6,2,3,TRUE,0,Premium,FALSE
6,3,0,TRUE,0,Premium,FALSE
6,4,3,FALSE,1,Premium,FALSE
6,5,2,TRUE,0,Premium,FALSE
6,6,3,FALSE,0,Premium,FALSE
6,7,0,FALSE,0,Premium,FALSE
6,8,2,TRUE,0,Premium,FALSE
6,9,1,TRUE,0,Premium,FALSE
6,10,3,TRUE,1,Premium,FALSE
6,11,2,FALSE,1,Premium,FALSE
6,12,2,TRUE,1,Premium,FALSE
6,13,3,FALSE,0,Premium,FALSE
6,14,3,TRUE,0,Premium,FALSE
6,15,1,FALSE,3,Premium,FALSE
6,16,3,TRUE,1,Premium,FALSE
6,17,0,FALSE,0,Premium,FALSE
6,18,1,TRUE,0,Premium,FALSE
6,19,1,FALSE,0,Premium,FALSE
6,20,2,TRUE,0,Premium,FALSE
7,1,1,TRUE,1,Premium,FALSE
7,2,5,FALSE,0,Premium,FALSE
7,3,0,TRUE,0,Premium,FALSE
7,4,3,TRUE,0,Premium,FALSE
7,5,2,TRUE,0,Premium,FALSE
7,6,1,TRUE,0,Premium,FALSE
7,7,4,TRUE,0,Premium,FALSE
7,8,1,FALSE,0,Premium,FALSE
7,9,0,FALSE,0,Premium,FALSE
7,10,1,FALSE,1,Premium,FALSE
7,11,3,TRUE,0,Premium,FALSE
7,12,1,FALSE,0,Premium,FALSE
7,13,1,FALSE,0,Premium,FALSE
7,14,3,TRUE,1,Premium,FALSE
7,15,2,FALSE,0,Premium,FALSE
7,16,3,TRUE,0,Premium,FALSE
7,17,6,FALSE,0,Premium,FALSE
7,18,2,TRUE,1,Premium,FALSE
7,19,1,TRUE,0,Premium,FALSE
7,20,2,TRUE,0,Premium,FALSE
8,1,1,FALSE,1,Premium,FALSE
8,2,2,FALSE,0,Premium,FALSE
8,3,3,TRUE,0,Premium,FALSE
8,4,1,FALSE,3,Premium,FALSE
8,5,4,TRUE,1,Premium,FALSE
8,6,0,TRUE,0,Premium,FALSE
8,7,2,TRUE,0,Premium,FALSE
8,8,2,TRUE,0,Premium,FALSE
8,9,1,TRUE,1,Premium,FALSE
8,10,1,TRUE,2,Premium,FALSE
8,11,1,TRUE,0,Premium,FALSE
8,12,5,FALSE,1,Premium,FALSE
8,13,0,FALSE,0,Premium,FALSE
8,14,2,TRUE,0,Premium,FALSE
8,15,1,FALSE,1,Premium,FALSE
8,16,1,TRUE,0,Premium,FALSE
8,17,0,FALSE,0,Premium,FALSE
8,18,0,FALSE,1,Premium,FALSE
8,19,3,FALSE,1,Premium,FALSE
8,20,3,TRUE,1,Premium,FALSE
9,1,4,TRUE,0,Free,FALSE
9,2,2,TRUE,0,Free,FALSE
9,3,2,TRUE,2,Free,FALSE
9,4,5,TRUE,3,Free,FALSE
9,5,4,TRUE,0,Free,FALSE
9,6,0,TRUE,1,Free,FALSE
9,7,3,FALSE,0,Free,FALSE
9,8,4,FALSE,1,Free,FALSE
9,9,3,FALSE,0,Free,FALSE
9,10,3,FALSE,0,Free,FALSE
9,11,2,TRUE,1,Free,FALSE
9,12,1,TRUE,0,Free,FALSE
9,13,0,TRUE,0,Free,FALSE
9,14,3,FALSE,1,Free,FALSE
9,15,6,TRUE,0,Free,FALSE
9,16,5,TRUE,0,Free,FALSE
9,17,3,TRUE,0,Free,FALSE
9,18,1,TRUE,1,Free,FALSE
9,19,0,FALSE,1,Free,FALSE
9,20,1,TRUE,0,Free,FALSE
10,1,3,FALSE,1,Premium,TRUE
10,2,3,FALSE,0,Premium,TRUE
10,3,3,TRUE,1,Premium,TRUE
10,4,0,TRUE,3,Premium,TRUE
10,5,3,TRUE,0,Premium,TRUE
10,6,1,TRUE,1,Premium,TRUE
10,7,3,FALSE,0,Premium,TRUE
10,8,1,FALSE,0,Premium,TRUE
10,9,1,TRUE,1,Premium,TRUE
10,10,3,FALSE,1,Premium,TRUE
10,11,0,FALSE,0,Premium,TRUE
10,12,1,TRUE,1,Premium,TRUE
10,13,1,TRUE,0,Premium,TRUE
10,14,1,FALSE,0,Premium,TRUE
10,15,2,TRUE,1,Premium,TRUE
10,16,0,FALSE,0,Premium,TRUE
10,17,3,TRUE,0,Premium,TRUE
10,18,1,TRUE,1,Premium,TRUE
10,19,2,FALSE,0,Premium,TRUE
10,20,3,FALSE,1,Premium,TRUE
11,1,4,TRUE,0,Free,FALSE
11,2,2,FALSE,0,Free,FALSE
11,3,1,TRUE,0,Free,FALSE
11,4,2,TRUE,0,Free,FALSE
11,5,2,TRUE,1,Free,FALSE
11,6,3,TRUE,0,Free,FALSE
11,7,2,TRUE,0,Free,FALSE
11,8,2,TRUE,1,Free,FALSE
11,9,2,FALSE,0,Free,FALSE
11,10,1,FALSE,0,Free,FALSE
11,11,7,TRUE,0,Free,FALSE
11,12,0,FALSE,0,Free,FALSE
11,13,4,FALSE,0,Free,FALSE
11,14,4,FALSE,1,Free,FALSE
11,15,3,TRUE,0,Free,FALSE
11,16,4,TRUE,1,Free,FALSE
11,17,1,FALSE,0,Free,FALSE
11,18,2,TRUE,2,Free,FALSE
11,19,1,FALSE,0,Free,FALSE
11,20,2,FALSE,0,Free,FALSE
12,1,1,TRUE,1,Free,FALSE
12,2,0,TRUE,1,Free,FALSE
12,3,4,TRUE,0,Free,FALSE
12,4,1,FALSE,0,Free,FALSE
12,5,5,FALSE,2,Free,FALSE
12,6,1,TRUE,0,Free,FALSE
12,7,5,TRUE,1,Free,FALSE
12,8,2,FALSE,1,Free,FALSE
12,9,0,FALSE,2,Free,FALSE
12,10,5,TRUE,1,Free,FALSE
12,11,1,TRUE,0,Free,FALSE
12,12,3,TRUE,1,Free,FALSE
12,13,4,FALSE,0,Free,FALSE
12,14,2,TRUE,1,Free,FALSE
12,15,2,FALSE,0,Free,FALSE
12,16,3,TRUE,0,Free,FALSE
12,17,1,TRUE,2,Free,FALSE
12,18,2,TRUE,0,Free,FALSE
12,19,1,TRUE,0,Free,FALSE
12,20,1,FALSE,4,Free,FALSE
13,1,1,FALSE,1,Premium,FALSE
13,2,2,TRUE,2,Premium,FALSE
13,3,1,FALSE,0,Premium,FALSE
13,4,1,TRUE,0,Premium,FALSE
13,5,2,TRUE,0,Premium,FALSE
13,6,2,TRUE,0,Premium,FALSE
13,7,4,TRUE,2,Premium,FALSE
13,8,3,TRUE,0,Premium,FALSE
13,9,4,TRUE,0,Premium,FALSE
13,10,0,FALSE,0,Premium,FALSE
13,11,1,TRUE,0,Premium,FALSE
13,12,1,TRUE,2,Premium,FALSE
13,13,3,TRUE,0,Premium,FALSE
13,14,0,TRUE,0,Premium,FALSE
13,15,4,FALSE,0,Premium,FALSE
13,16,2,TRUE,2,Premium,FALSE
13,17,5,FALSE,1,Premium,FALSE
13,18,2,FALSE,0,Premium,FALSE
13,19,2,TRUE,0,Premium,FALSE
13,20,4,FALSE,1,Premium,FALSE
14,1,3,TRUE,0,Free,FALSE
14,2,0,FALSE,1,Free,FALSE
14,3,4,TRUE,0,Free,FALSE
14,4,1,TRUE,0,Free,FALSE
14,5,1,TRUE,1,Free,FALSE
14,6,2,TRUE,1,Free,FALSE
14,7,0,TRUE,1,Free,FALSE
14,8,3,TRUE,1,Free,FALSE
14,9,3,TRUE,2,Free,FALSE
14,10,3,FALSE,1,Free,FALSE
14,11,2,FALSE,0,Free,FALSE
14,12,1,TRUE,0,Free,FALSE
14,13,0,FALSE,0,Free,FALSE
14,14,1,FALSE,1,Free,FALSE
14,15,2,FALSE,0,Free,FALSE
14,16,2,FALSE,0,Free,FALSE
14,17,3,TRUE,0,Free,FALSE
14,18,2,FALSE,0,Free,FALSE
14,19,3,TRUE,1,Free,FALSE
14,20,1,FALSE,1,Free,FALSE
15,1,4,TRUE,0,Premium,TRUE
15,2,4,TRUE,0,Premium,TRUE
15,3,0,TRUE,1,Premium,TRUE
15,4,4,FALSE,1,Premium,TRUE
15,5,2,TRUE,0,Premium,TRUE
15,6,3,TRUE,1,Premium,TRUE
15,7,3,TRUE,1,Premium,TRUE
15,8,3,FALSE,1,Premium,TRUE
15,9,3,TRUE,0,Premium,TRUE
15,10,2,FALSE,0,Premium,TRUE
15,11,3,FALSE,0,Premium,TRUE
15,12,0,FALSE,0,Premium,TRUE
15,13,1,TRUE,0,Premium,TRUE
15,14,3,FALSE,0,Premium,TRUE
15,15,2,TRUE,0,Premium,TRUE
15,16,1,TRUE,1,Premium,TRUE
15,17,2,FALSE,0,Premium,TRUE
15,18,3,TRUE,0,Premium,TRUE
15,19,0,TRUE,0,Premium,TRUE
15,20,4,TRUE,0,Premium,TRUE
16,1,3,TRUE,0,Premium,FALSE
16,2,2,TRUE,0,Premium,FALSE
16,3,2,TRUE,1,Premium,FALSE
16,4,2,TRUE,0,Premium,FALSE
16,5,2,TRUE,1,Premium,FALSE
16,6,3,FALSE,0,Premium,FALSE
16,7,1,TRUE,0,Premium,FALSE
16,8,2,FALSE,2,Premium,FALSE
16,9,2,TRUE,1,Premium,FALSE
16,10,2,TRUE,0,Premium,FALSE
16,11,1,FALSE,0,Premium,FALSE
16,12,2,TRUE,0,Premium,FALSE
16,13,1,TRUE,0,Premium,FALSE
16,14,2,TRUE,2,Premium,FALSE
16,15,2,FALSE,1,Premium,FALSE
16,16,0,TRUE,1,Premium,FALSE
16,17,4,TRUE,1,Premium,FALSE
16,18,0,TRUE,1,Premium,FALSE
16,19,0,FALSE,0,Premium,FALSE
16,20,5,TRUE,1,Premium,FALSE
17,1,1,TRUE,1,Free,TRUE
17,2,4,FALSE,0,Free,TRUE
17,3,1,FALSE,0,Free,TRUE
17,4,0,FALSE,0,Free,TRUE
17,5,2,FALSE,0,Free,TRUE
17,6,3,TRUE,0,Free,TRUE
17,7,4,TRUE,1,Free,TRUE
17,8,2,TRUE,0,Free,TRUE
17,9,1,TRUE,0,Free,TRUE
17,10,1,TRUE,1,Free,TRUE
17,11,4,FALSE,1,Free,TRUE
17,12,2,FALSE,0,Free,TRUE
17,13,5,TRUE,1,Free,TRUE
17,14,3,TRUE,0,Free,TRUE
17,15,2,TRUE,0,Free,TRUE
17,16,0,TRUE,2,Free,TRUE
17,17,3,TRUE,1,Free,TRUE
17,18,0,TRUE,1,Free,TRUE
17,19,2,TRUE,0,Free,TRUE
17,20,1,TRUE,0,Free,TRUE
18,1,0,FALSE,1,Premium,FALSE
18,2,1,TRUE,0,Premium,FALSE
18,3,2,FALSE,1,Premium,FALSE
18,4,4,TRUE,0,Premium,FALSE
18,5,4,TRUE,0,Premium,FALSE
18,6,2,FALSE,0,Premium,FALSE
18,7,2,FALSE,0,Premium,FALSE
18,8,3,TRUE,0,Premium,FALSE
18,9,1,FALSE,1,Premium,FALSE
18,10,2,FALSE,0,Premium,FALSE
18,11,4,TRUE,0,Premium,FALSE
18,12,1,FALSE,2,Premium,FALSE
18,13,1,TRUE,1,Premium,FALSE
18,14,1,FALSE,0,Premium,FALSE
18,15,1,FALSE,0,Premium,FALSE
18,16,4,FALSE,1,Premium,FALSE
18,17,3,TRUE,0,Premium,FALSE
18,18,0,TRUE,0,Premium,FALSE
18,19,0,TRUE,1,Premium,FALSE
18,20,1,FALSE,1,Premium,FALSE
19,1,0,FALSE,2,Free,FALSE
19,2,1,TRUE,0,Free,FALSE
19,3,1,TRUE,0,Free,FALSE
19,4,4,TRUE,0,Free,FALSE
19,5,2,TRUE,1,Free,FALSE
19,6,0,TRUE,1,Free,FALSE
19,7,2,FALSE,0,Free,FALSE
19,8,1,FALSE,0,Free,FALSE
19,9,1,TRUE,0,Free,FALSE
19,10,1,FALSE,0,Free,FALSE
19,11,2,FALSE,1,Free,FALSE
19,12,0,FALSE,1,Free,FALSE
19,13,1,FALSE,1,Free,FALSE
19,14,1,TRUE,0,Free,FALSE
19,15,0,FALSE,0,Free,FALSE
19,16,1,TRUE,1,Free,FALSE
19,17,1,FALSE,0,Free,FALSE
19,18,1,TRUE,0,Free,FALSE
19,19,1,TRUE,0,Free,FALSE
19,20,1,FALSE,1,Free,FALSE
20,1,2,TRUE,1,Premium,TRUE
20,2,1,TRUE,0,Premium,TRUE
20,3,3,FALSE,0,Premium,TRUE
20,4,4,TRUE,0,Premium,TRUE
20,5,1,TRUE,0,Premium,TRUE
20,6,2,TRUE,2,Premium,TRUE
20,7,3,TRUE,0,Premium,TRUE
20,8,2,TRUE,1,Premium,TRUE
20,9,3,TRUE,0,Premium,TRUE
20,10,1,TRUE,1,Premium,TRUE
20,11,1,TRUE,0,Premium,TRUE
20,12,2,TRUE,0,Premium,TRUE
20,13,4,FALSE,0,Premium,TRUE
20,14,0,FALSE,0,Premium,TRUE
20,15,0,FALSE,1,Premium,TRUE
20,16,1,TRUE,0,Premium,TRUE
20,17,1,TRUE,2,Premium,TRUE
20,18,4,TRUE,0,Premium,TRUE
20,19,2,TRUE,0,Premium,TRUE
20,20,2,TRUE,0,Premium,TRUE
21,1,4,TRUE,1,Free,FALSE
21,2,0,FALSE,0,Free,FALSE
21,3,5,FALSE,0,Free,FALSE
21,4,4,TRUE,0,Free,FALSE
21,5,2,FALSE,1,Free,FALSE
21,6,0,TRUE,0,Free,FALSE
21,7,2,TRUE,2,Free,FALSE
21,8,4,TRUE,0,Free,FALSE
21,9,2,TRUE,0,Free,FALSE
21,10,0,FALSE,0,Free,FALSE
21,11,1,TRUE,1,Free,FALSE
21,12,3,TRUE,0,Free,FALSE
21,13,5,FALSE,0,Free,FALSE
21,14,2,FALSE,1,Free,FALSE
21,15,1,TRUE,0,Free,FALSE
21,16,3,TRUE,0,Free,FALSE
21,17,0,TRUE,0,Free,FALSE
21,18,2,TRUE,0,Free,FALSE
21,19,2,TRUE,1,Free,FALSE
21,20,1,TRUE,0,Free,FALSE
22,1,3,FALSE,1,Free,TRUE
22,2,1,TRUE,0,Free,TRUE
22,3,5,TRUE,0,Free,TRUE
22,4,2,TRUE,0,Free,TRUE
22,5,1,TRUE,0,Free,TRUE
22,6,0,FALSE,0,Free,TRUE
22,7,0,TRUE,0,Free,TRUE
22,8,2,FALSE,0,Free,TRUE
22,9,1,TRUE,0,Free,TRUE
22,10,4,TRUE,0,Free,TRUE
22,11,1,FALSE,0,Free,TRUE
22,12,3,FALSE,0,Free,TRUE
22,13,1,FALSE,0,Free,TRUE
22,14,2,FALSE,0,Free,TRUE
22,15,0,TRUE,1,Free,TRUE
22,16,2,TRUE,1,Free,TRUE
22,17,1,TRUE,0,Free,TRUE
22,18,2,TRUE,1,Free,TRUE
22,19,4,TRUE,0,Free,TRUE
22,20,2,FALSE,0,Free,TRUE
23,1,3,TRUE,1,Premium,TRUE
23,2,3,FALSE,1,Premium,TRUE
23,3,4,FALSE,4,Premium,TRUE
23,4,3,TRUE,0,Premium,TRUE
23,5,0,TRUE,1,Premium,TRUE
23,6,3,TRUE,1,Premium,TRUE
23,7,4,FALSE,0,Premium,TRUE
23,8,1,FALSE,1,Premium,TRUE
23,9,5,TRUE,0,Premium,TRUE
23,10,2,TRUE,1,Premium,TRUE
23,11,0,FALSE,0,Premium,TRUE
23,12,4,FALSE,0,Premium,TRUE
23,13,2,FALSE,0,Premium,TRUE
23,14,2,FALSE,1,Premium,TRUE
23,15,2,FALSE,2,Premium,TRUE
23,16,1,TRUE,0,Premium,TRUE
23,17,2,TRUE,1,Premium,TRUE
23,18,4,TRUE,0,Premium,TRUE
23,19,1,TRUE,0,Premium,TRUE
23,20,2,TRUE,0,Premium,TRUE
24,1,1,TRUE,2,Free,FALSE
24,2,1,TRUE,1,Free,FALSE
24,3,2,TRUE,0,Free,FALSE
24,4,1,TRUE,0,Free,FALSE
24,5,1,FALSE,0,Free,FALSE
24,6,2,TRUE,0,Free,FALSE
24,7,3,FALSE,1,Free,FALSE
24,8,1,FALSE,0,Free,FALSE
24,9,2,FALSE,1,Free,FALSE
24,10,2,TRUE,1,Free,FALSE
24,11,5,FALSE,0,Free,FALSE
24,12,2,TRUE,0,Free,FALSE
24,13,4,FALSE,0,Free,FALSE
24,14,3,FALSE,2,Free,FALSE
24,15,5,TRUE,0,Free,FALSE
24,16,4,FALSE,0,Free,FALSE
24,17,3,FALSE,1,Free,FALSE
24,18,0,FALSE,0,Free,FALSE
24,19,1,FALSE,0,Free,FALSE
24,20,1,FALSE,1,Free,FALSE
25,1,2,TRUE,2,Premium,FALSE
25,2,1,TRUE,0,Premium,FALSE
25,3,1,TRUE,0,Premium,FALSE
25,4,1,TRUE,0,Premium,FALSE
25,5,2,FALSE,0,Premium,FALSE
25,6,0,TRUE,0,Premium,FALSE
25,7,1,TRUE,0,Premium,FALSE
25,8,1,FALSE,0,Premium,FALSE
25,9,2,FALSE,0,Premium,FALSE
25,10,1,TRUE,0,Premium,FALSE
25,11,4,TRUE,1,Premium,FALSE
25,12,3,TRUE,0,Premium,FALSE
25,13,4,TRUE,0,Premium,FALSE
25,14,2,FALSE,0,Premium,FALSE
25,15,1,FALSE,0,Premium,FALSE
25,16,1,TRUE,2,Premium,FALSE
25,17,3,TRUE,1,Premium,FALSE
25,18,1,TRUE,0,Premium,FALSE
25,19,3,FALSE,0,Premium,FALSE
25,20,3,TRUE,1,Premium,FALSE
26,1,2,TRUE,1,Premium,TRUE
26,2,3,FALSE,0,Premium,TRUE
26,3,1,TRUE,0,Premium,TRUE
26,4,2,FALSE,0,Premium,TRUE
26,5,3,FALSE,0,Premium,TRUE
26,6,2,TRUE,0,Premium,TRUE
26,7,2,TRUE,1,Premium,TRUE
26,8,2,TRUE,1,Premium,TRUE
26,9,1,FALSE,1,Premium,TRUE
26,10,1,TRUE,1,Premium,TRUE
26,11,4,TRUE,1,Premium,TRUE
26,12,2,TRUE,0,Premium,TRUE
26,13,4,FALSE,0,Premium,TRUE
26,14,4,FALSE,0,Premium,TRUE
26,15,1,FALSE,1,Premium,TRUE
26,16,2,FALSE,1,Premium,TRUE
26,17,2,FALSE,1,Premium,TRUE
26,18,1,TRUE,0,Premium,TRUE
26,19,3,TRUE,0,Premium,TRUE
26,20,3,TRUE,0,Premium,TRUE
27,1,3,TRUE,1,Premium,FALSE
27,2,1,FALSE,0,Premium,FALSE
27,3,1,TRUE,0,Premium,FALSE
27,4,1,FALSE,1,Premium,FALSE
27,5,1,FALSE,1,Premium,FALSE
27,6,1,FALSE,1,Premium,FALSE
27,7,3,FALSE,0,Premium,FALSE
27,8,4,FALSE,3,Premium,FALSE
27,9,0,TRUE,0,Premium,FALSE
27,10,0,TRUE,0,Premium,FALSE
27,11,3,TRUE,1,Premium,FALSE
27,12,2,TRUE,0,Premium,FALSE
27,13,1,TRUE,0,Premium,FALSE
27,14,3,TRUE,0,Premium,FALSE
27,15,3,TRUE,0,Premium,FALSE
27,16,2,TRUE,0,Premium,FALSE
27,17,3,TRUE,0,Premium,FALSE
27,18,2,TRUE,0,Premium,FALSE
27,19,2,FALSE,2,Premium,FALSE
27,20,1,FALSE,1,Premium,FALSE
28,1,1,FALSE,1,Premium,FALSE
28,2,1,TRUE,0,Premium,FALSE
28,3,1,FALSE,0,Premium,FALSE
28,4,1,TRUE,1,Premium,FALSE
28,5,1,FALSE,1,Premium,FALSE
28,6,3,TRUE,0,Premium,FALSE
28,7,3,TRUE,1,Premium,FALSE
28,8,4,TRUE,0,Premium,FALSE
28,9,4,TRUE,1,Premium,FALSE
28,10,0,FALSE,2,Premium,FALSE
28,11,5,TRUE,0,Premium,FALSE
28,12,5,TRUE,0,Premium,FALSE
28,13,2,TRUE,0,Premium,FALSE
28,14,3,FALSE,1,Premium,FALSE
28,15,3,TRUE,0,Premium,FALSE
28,16,1,TRUE,0,Premium,FALSE
28,17,3,TRUE,1,Premium,FALSE
28,18,1,TRUE,0,Premium,FALSE
28,19,3,TRUE,0,Premium,FALSE
28,20,3,TRUE,0,Premium,FALSE
29,1,3,FALSE,1,Free,FALSE
29,2,0,FALSE,0,Free,FALSE
29,3,1,TRUE,0,Free,FALSE
29,4,2,TRUE,0,Free,FALSE
29,5,1,TRUE,2,Free,FALSE
29,6,1,FALSE,0,Free,FALSE
29,7,1,TRUE,0,Free,FALSE
29,8,1,FALSE,1,Free,FALSE
29,9,3,FALSE,0,Free,FALSE
29,10,4,TRUE,1,Free,FALSE
29,11,1,TRUE,1,Free,FALSE
29,12,6,TRUE,0,Free,FALSE
29,13,2,TRUE,0,Free,FALSE
29,14,2,FALSE,0,Free,FALSE
29,15,4,TRUE,0,Free,FALSE
29,16,5,FALSE,0,Free,FALSE
29,17,0,FALSE,0,Free,FALSE
29,18,5,FALSE,0,Free,FALSE
29,19,2,FALSE,0,Free,FALSE
29,20,1,TRUE,2,Free,FALSE
30,1,0,TRUE,0,Free,TRUE
30,2,1,TRUE,1,Free,TRUE
30,3,3,TRUE,1,Free,TRUE
30,4,0,FALSE,2,Free,TRUE
30,5,0,FALSE,0,Free,TRUE
30,6,0,FALSE,0,Free,TRUE
30,7,2,TRUE,2,Free,TRUE
30,8,0,FALSE,1,Free,TRUE
30,9,1,TRUE,1,Free,TRUE
30,10,2,TRUE,0,Free,TRUE
30,11,1,TRUE,0,Free,TRUE
30,12,4,TRUE,0,Free,TRUE
30,13,0,TRUE,2,Free,TRUE
30,14,2,TRUE,0,Free,TRUE
30,15,2,FALSE,2,Free,TRUE
30,16,2,FALSE,1,Free,TRUE
30,17,3,TRUE,0,Free,TRUE
30,18,1,TRUE,1,Free,TRUE
30,19,3,TRUE,0,Free,TRUE
30,20,0,TRUE,0,Free,TRUE
31,1,3,FALSE,0,Free,TRUE
31,2,3,TRUE,2,Free,TRUE
31,3,3,TRUE,0,Free,TRUE
31,4,4,TRUE,1,Free,TRUE
31,5,5,FALSE,0,Free,TRUE
31,6,3,TRUE,0,Free,TRUE
31,7,2,TRUE,0,Free,TRUE
31,8,2,TRUE,2,Free,TRUE
31,9,0,TRUE,1,Free,TRUE
31,10,2,TRUE,2,Free,TRUE
31,11,3,TRUE,0,Free,TRUE
31,12,0,FALSE,1,Free,TRUE
31,13,0,TRUE,2,Free,TRUE
31,14,3,TRUE,0,Free,TRUE
31,15,1,TRUE,0,Free,TRUE
31,16,1,TRUE,0,Free,TRUE
31,17,2,FALSE,0,Free,TRUE
31,18,2,TRUE,2,Free,TRUE
31,19,1,TRUE,1,Free,TRUE
31,20,2,TRUE,1,Free,TRUE
32,1,0,TRUE,0,Free,FALSE
32,2,4,FALSE,0,Free,FALSE
32,3,1,FALSE,0,Free,FALSE
32,4,0,TRUE,1,Free,FALSE
32,5,3,TRUE,0,Free,FALSE
32,6,2,TRUE,0,Free,FALSE
32,7,1,TRUE,2,Free,FALSE
32,8,4,TRUE,0,Free,FALSE
32,9,2,TRUE,0,Free,FALSE
32,10,1,FALSE,3,Free,FALSE
32,11,2,FALSE,0,Free,FALSE
32,12,1,TRUE,0,Free,FALSE
32,13,4,TRUE,1,Free,FALSE
32,14,4,TRUE,0,Free,FALSE
32,15,0,FALSE,1,Free,FALSE
32,16,3,TRUE,0,Free,FALSE
32,17,2,FALSE,0,Free,FALSE
32,18,1,FALSE,0,Free,FALSE
32,19,2,FALSE,0,Free,FALSE
32,20,3,FALSE,1,Free,FALSE
33,1,2,TRUE,0,Premium,FALSE
33,2,1,TRUE,0,Premium,FALSE
33,3,2,TRUE,1,Premium,FALSE
33,4,2,TRUE,0,Premium,FALSE
33,5,1,TRUE,1,Premium,FALSE
33,6,1,TRUE,2,Premium,FALSE
