district_id,incumbent_party,incumbent_spending,challenger_spending,incumbent_vote_share,presidential_vote,incumbent_scandal,quality_challenger
25,Republican,3135679.7849163357,50000,67.45714817894623,65.86788644082844,FALSE,TRUE
26,Republican,113023.15941018355,50000,47.03145719366148,47.464451072737575,FALSE,FALSE
27,Democrat,105831.20287770122,154739.04531081996,68.08436122955754,40.75999351218343,FALSE,FALSE
28,Republican,367083.8615443213,50000,57.58458135649562,47.90801402181387,FALSE,FALSE
29,Republican,525312.314850564,133033.37452294966,63.69910751003772,48.031029449775815,FALSE,FALSE
30,Democrat,246972.20645660174,310112.09031334403,54.09736270317808,60.79756458289921,FALSE,FALSE
31,Democrat,432839.91306594916,50000,42.99815064761788,45.48118204809725,FALSE,FALSE
32,Republican,100000,87740.68196160866,61.93836824502796,41.42967510037124,FALSE,FALSE
33,Democrat,491517.47398144606,337206.8647919061,41.77293200045824,44.17125353589654,FALSE,TRUE
34,Democrat,351525.7096622197,200099.414941902,60.11694393120706,35.20983472466469,FALSE,FALSE
35,Democrat,351007.686439432,62809.70513693292,58.00671257311478,34.59389961324632,FALSE,FALSE
36,Democrat,993830.1772711594,1891647.385471385,43.27930946368724,56.614922331646085,FALSE,FALSE
37,Democrat,100000,103791.73763645162,69.91664489265531,31.536721922457218,FALSE,FALSE
38,Republican,2458224.7375253416,290129.1172918362,48.95726099843159,66.43839178606868,FALSE,FALSE
39,Democrat,102590.69496248917,165450.87127133325,58.43681622995064,42.47840781696141,FALSE,TRUE
40,Democrat,145513.07437300534,1109263.9445617103,47.735802214592695,61.76857389509678,FALSE,FALSE
41,Republican,327413.05791912356,50000,65.18503114581108,35.74811939150095,FALSE,TRUE
42,Democrat,3273785.9959619385,2710363.3535892186,43.34227981744334,45.038908710703254,TRUE,FALSE
43,Republican,2910361.821482036,62305.37876155672,44.55731080612168,48.75839810818434,FALSE,FALSE
44,Republican,1539838.8393959242,254620.47008383964,56.45647934405133,30.611161068081856,FALSE,TRUE
45,Democrat,225475.02467996415,180879.74903670864,59.058949190657586,64.94936562143266,FALSE,TRUE
46,Democrat,695849.7048230501,583275.983433753,62.92051517870277,66.44877754151821,FALSE,FALSE
47,Republican,722029.7996432475,50000,41.30768475588411,45.34186424687505,FALSE,TRUE
48,Democrat,2853190.9748334754,80781.1878520762,67.76017231401056,58.14006393775344,FALSE,FALSE
49,Democrat,537928.6930695802,730631.1551545413,65.98612304776907,38.65172943100333,FALSE,FALSE
50,Republican,649921.0484349285,538245.1165561256,41.019409054424614,67.38733402453363,FALSE,FALSE
51,Democrat,967832.6031005611,50000,56.77515177289024,44.396851155906916,FALSE,FALSE
52,Democrat,1288131.3948542834,161621.16089326833,66.91097542643547,61.291640466079116,TRUE,FALSE
53,Republican,504165.6222589647,109582.80077625829,41.71438937308267,44.514375971630216,FALSE,FALSE
54,Democrat,441734.8829582929,113281.11871853257,48.012723685242236,41.67834226042032,FALSE,TRUE
55,Democrat,247103.95261816183,286996.8005570696,53.00456441473216,49.33257450349629,FALSE,TRUE
56,Democrat,231969.26458606927,94028.63334022845,41.533096986822784,37.64331811107695,FALSE,FALSE
57,Republican,1520550.1798881833,250926.90638444445,55.57889339746907,64.32899222709239,FALSE,TRUE
58,Republican,791480.7938987877,357113.51567377377,55.35523616941646,58.1669797655195,FALSE,FALSE
59,Democrat,452360.6537621036,627508.2714365545,52.34994678758085,69.95990336872637,FALSE,FALSE
60,Republican,215324.57075787295,220422.29792689942,59.20571612659842,55.5319750867784,FALSE,FALSE
61,Democrat,397007.86762129946,573845.3244690041,64.99847882194445,69.9058015178889,FALSE,TRUE
62,Democrat,181783.03749839502,496970.6342966929,42.21777135739103,60.258842930197716,FALSE,FALSE
63,Democrat,170423.7023900584,431297.16675625666,60.61702714068815,48.69150597602129,FALSE,FALSE
64,Republican,2068087.8543716052,1074467.5293963756,64.73130817292258,65.6305571924895,FALSE,TRUE
65,Republican,315763.39154869836,205829.03158432353,62.99945858307183,68.16779499873519,FALSE,FALSE
66,Republican,495962.6761014727,349296.68526211125,50.8948518964462,49.48171969503164,FALSE,FALSE
67,Republican,100000,226408.03923393402,50.50058427033946,39.973898688331246,FALSE,FALSE
68,Democrat,113247.01050068517,50000,41.43755576573312,54.904848393052816,TRUE,FALSE
69,Democrat,282627.98535297427,462387.65304191527,66.90791371278465,30.156145645305514,FALSE,TRUE
70,Democrat,203582.1060789947,649887.8436714615,49.4122884538956,54.496394293382764,FALSE,FALSE
71,Republican,742473.1357367916,508454.86571177014,63.448960771784186,63.63612750545144,FALSE,TRUE
72,Democrat,298532.2449515762,50000,51.65639829356223,68.16978768445551,FALSE,FALSE
73,Republican,834290.6324603136,152384.86915827775,69.49642097111791,32.37548228353262,FALSE,FALSE
74,Republican,3734479.153956317,861705.9957116895,41.05791364563629,30.158201847225428,FALSE,FALSE
75,Republican,149823.00514785745,61688.808648029866,42.90550427744165,68.61359366215765,FALSE,FALSE
76,Republican,226385.61366524163,118012.56355397601,69.69775478122756,59.57972106523812,FALSE,FALSE
77,Republican,726943.9190046507,161316.34855704114,65.03241856582463,55.56845241226256,FALSE,FALSE
78,Democrat,544290.868153785,985128.9573602213,69.16554873809218,51.76041449420154,FALSE,TRUE
79,Democrat,429973.11807382596,138523.14387156063,57.29360812809318,61.238948814570904,FALSE,FALSE
80,Democrat,1675074.442787345,50000,56.98327159276232,65.97692027688026,TRUE,FALSE
81,Democrat,1670373.2332870532,71189.73263273202,40.33471995964646,42.45831124484539,FALSE,TRUE
82,Republican,3297801.6865315055,81179.02568596121,58.91075585735962,33.354719523340464,FALSE,FALSE
83,Democrat,293318.35641681845,64950.74466857216,59.8661600635387,45.85016114637256,FALSE,FALSE
84,Democrat,565334.7173941756,157690.16295468764,40.603221592027694,60.39977179840207,FALSE,FALSE
85,Republican,206056.0208591614,136952.9408222862,51.08462473610416,68.74582536518574,FALSE,FALSE
86,Democrat,332853.00164786685,52264.717381770046,67.11987535702065,45.66187432035804,TRUE,FALSE
87,Republican,1166177.437884285,443009.8041591894,40.69664672482759,34.07434948720038,TRUE,FALSE
88,Republican,512851.22928837716,54364.52134163316,55.95099102240056,52.736531207337976,FALSE,FALSE
89,Democrat,992427.138352425,50000,51.09529989305884,53.17647339776158,FALSE,FALSE
90,Republican,300245.11014776654,329839.4580817686,51.42503030132502,36.923036174848676,FALSE,FALSE
91,Republican,115036.20964923884,458909.96653568436,63.36718061007559,42.456728694960475,FALSE,FALSE
92,Republican,680958.882040286,69689.9390710156,60.71624402888119,53.98720816709101,FALSE,FALSE
93,Republican,158352.92457086,156096.1040990978,60.24520598584786,62.472550412639976,FALSE,FALSE
94,Democrat,263940.50427448325,130915.71105272457,42.14071582304314,32.78124362230301,FALSE,FALSE
95,Republican,500628.57883326977,50000,52.38541671074927,32.387152491137385,FALSE,TRUE
96,Democrat,2728094.332104166,256946.38326403042,57.352681008633226,35.39936506189406,FALSE,FALSE
97,Republican,184931.63488729837,88809.28050843756,51.17121150018647,58.241681633517146,FALSE,FALSE
98,Republican,781405.9316673201,237937.91605666798,56.48443220881745,35.0984419323504,FALSE,FALSE
99,Republican,1639685.732688542,180635.50103553545,58.363652525004,32.39702543243766,FALSE,FALSE
100,Democrat,119326.99516222953,299851.8204553599,66.64142508525401,48.93550402484834,FALSE,FALSE
101,Republican,219377.1631651429,50000,43.48407739540562,49.898417266085744,FALSE,FALSE
102,Republican,475046.6336883745,232076.33984857725,51.913797131273896,45.19871538504958,FALSE,TRUE
103,Democrat,2010716.7387085818,86983.60625097454,45.53530027391389,41.23602305538952,FALSE,FALSE
104,Republican,620926.922164531,101606.54134548393,58.421267052181065,65.12300888076425,FALSE,FALSE
105,Republican,120795.00239811798,331771.40695769613,69.68881433596835,66.9892551843077,FALSE,FALSE
106,Democrat,128433.86466666116,50000,67.29152888292447,35.10385815054178,FALSE,FALSE
107,Republican,1496691.6460706491,181231.4241873855,52.97685320721939,32.274459609761834,FALSE,FALSE
108,Republican,100000,113445.38158740358,42.07687818678096,47.061640694737434,FALSE,FALSE
109,Republican,100000,50000,49.900100766681135,68.52145477198064,FALSE,FALSE
110,Democrat,764433.277451476,321853.8952704391,40.56110059376806,57.07394097931683,FALSE,FALSE
111,Republican,112563.86665055838,103009.31218488942,42.97467158874497,63.350212490186095,FALSE,FALSE
112,Republican,979250.8225626802,92182.90870247789,65.58167025679722,39.268366657197475,FALSE,FALSE
113,Democrat,460614.7923605414,82493.09589226957,68.49577343091369,66.52151218615472,FALSE,FALSE
114,Republican,1378050.2451749877,302645.24855005834,64.55507818376645,43.066708436235785,FALSE,TRUE
115,Republican,306245.99840937246,190942.4432437794,47.329936989117414,38.302120603621006,FALSE,FALSE
116,Democrat,799773.4559036357,1875450.659122986,50.86583768716082,38.52829983457923,FALSE,FALSE
117,Democrat,100000,925994.8317515722,68.89464648673311,60.18173716031015,FALSE,FALSE
118,Republican,413377.7699611697,745908.635093905,56.61641787504777,56.364855878055096,FALSE,FALSE
119,Republican,1178051.2334030764,327478.71474877803,67.88911848561838,48.91923425719142,FALSE,FALSE
120,Republican,234895.68425259486,231182.97680008298,64.50697407824919,34.55642688088119,FALSE,FALSE
121,Democrat,960134.0884408039,78330.76957710974,55.77988767065108,60.42486282065511,FALSE,FALSE
122,Republican,402749.5969395125,364557.8247861815,58.66529087303206,61.59477083943784,FALSE,TRUE
123,Republican,2085988.3079752482,76494.32493327248,45.98014489049092,36.82947814464569,FALSE,FALSE
124,Republican,195023.17569609592,65362.68631554229,68.40336211724207,54.63133311830461,FALSE,TRUE
125,Democrat,434547.9938014006,107580.60042123821,47.751990435644984,37.983318492770195,FALSE,TRUE
126,Republican,349883.00609445164,87082.83037483317,56.62602935452014,47.312527215108275,FALSE,FALSE
127,Democrat,250330.41482478715,64594.92512641308,54.62786786258221,62.02133405953646,FALSE,FALSE
128,Democrat,374333.67066153826,247484.3196502554,63.63706273492426,55.88150148279965,FALSE,FALSE
129,Republican,1246540.4559747258,158692.72900970723,69.30947419488803,53.57082640752196,FALSE,FALSE
130,Democrat,543691.0223978475,81413.27483825193,51.345134049188346,44.38402000814676,FALSE,FALSE
131,Republican,1738916.4699318428,80828.20417743984,46.9755330379121,69.60564172826707,FALSE,FALSE
132,Republican,1580746.3007924464,403333.91472133086,43.99369824677706,58.50894502364099,FALSE,FALSE
133,Democrat,1295331.2067424394,226358.34953737573,50.31017582397908,38.58351715840399,FALSE,FALSE
134,Democrat,100000,177532.88115801904,68.85896687628701,65.4057028517127,FALSE,TRUE
135,Democrat,167342.73071805193,50000,56.73744136001915,33.751723635941744,FALSE,FALSE
136,Republican,716544.7295100942,304954.4450722834,42.67905216664076,51.37594431638718,FALSE,FALSE
137,Republican,1080754.6706941323,224039.3332052853,53.844330061692744,39.41877517849207,FALSE,FALSE
138,Democrat,1243679.4068115358,50000,46.54430215479806,40.99995776079595,FALSE,FALSE
139,Republican,1116450.924431515,54072.12140146183,41.61216950742528,67.36252541653812,FALSE,FALSE
140,Republican,449133.55391213624,50000,48.45627394039184,47.194649782031775,FALSE,FALSE
141,Republican,100000,50000,55.51187935518101,66.99105796404183,FALSE,FALSE
142,Democrat,429379.69173202623,846208.0144520816,65.86719928542152,61.994612412527204,FALSE,TRUE
143,Republican,829729.6652398134,147135.08009272494,68.10110706370324,59.554626140743494,FALSE,FALSE
144,Republican,487068.7062987091,50000,57.097654305398464,55.84620391950011,FALSE,TRUE
145,Democrat,1285401.1009439526,286982.1305986833,59.51857187785208,61.26029647886753,FALSE,FALSE
146,Democrat,212864.26213203743,54746.3295203034,43.07583590736613,45.31494341790676,FALSE,FALSE
147,Republican,1126201.2535654367,94528.79007488172,68.40946678305045,64.87122746184468,FALSE,FALSE
148,Republican,1200956.8052680355,206830.61824950224,59.18167159659788,45.60767123475671,FALSE,TRUE
149,Republican,230725.7299341117,89022.90375743002,49.06602310715243,60.90108824893832,FALSE,FALSE
150,Republican,811550.0366868937,402523.93247124704,59.96815812308341,31.69876717031002,FALSE,FALSE
151,Democrat,1263965.6589334402,50000,58.852727103512734,66.57498851418495,FALSE,FALSE
152,Democrat,647430.7436763025,240702.95707459154,47.37136299489066,56.82184881530702,FALSE,FALSE
153,Democrat,528022.9298289065,921670.6341400038,50.73655661661178,48.413433004170656,FALSE,FALSE
154,Democrat,586308.5523570938,53032.140838034575,59.68953165458515,34.79672755114734,FALSE,FALSE
155,Republican,458313.12132994004,1037665.8546964745,49.36032441910356,36.98834955692291,FALSE,FALSE
156,Democrat,125486.17941451751,745850.4722579941,54.70060607418418,41.16573271341622,FALSE,FALSE
157,Republican,728257.662065334,50000,64.84205093234777,42.15319087728858,FALSE,FALSE
158,Democrat,186411.31503328244,349899.27763332275,50.37089108256623,59.30308402515948,FALSE,FALSE
159,Republican,199963.81858563682,118509.65323335778,68.96835090126842,69.72324647940695,FALSE,FALSE
160,Republican,885224.8766384781,50000,61.07715405523777,36.401362447068095,FALSE,FALSE
161,Democrat,177759.73377077104,161290.3541200839,62.74875908624381,49.309280356392264,FALSE,TRUE
162,Democrat,413796.2996080987,120151.6083195222,63.094933782704175,38.20104102604091,FALSE,FALSE
163,Democrat,240242.1681741382,783694.4607170374,63.55272409506142,48.541257698088884,FALSE,FALSE
164,Republican,100000,924861.7469026386,47.560107661411166,67.2794455382973,FALSE,FALSE
165,Democrat,100000,50000,65.44434026116505,46.71666834503412,FALSE,TRUE
166,Republican,298567.7272073988,268800.83830061543,57.99004049273208,55.86723756976426,FALSE,TRUE
167,Democrat,1176462.8153887158,192788.50923743783,53.65998684428632,58.075991701334715,FALSE,TRUE
168,Republican,684310.3333743599,117963.2497600646,64.13357973098755,38.935472117736936,FALSE,FALSE
169,Republican,417337.7373809267,50000,44.09975696820766,58.239487381652,FALSE,FALSE
170,Republican,1187842.738258564,296859.15667410986,58.45824506133795,41.362077966332436,FALSE,FALSE
171,Democrat,542112.8159027924,379095.3915465852,57.9827706865035,66.38174914754927,FALSE,FALSE
172,Republican,219612.06902278186,772569.6770096486,64.34934833087027,54.18909702450037,FALSE,TRUE
173,Republican,540640.2453165647,50000,60.31262266682461,39.31615333072841,FALSE,FALSE
174,Democrat,125541.45274658599,50000,59.13804084295407,65.73662275448442,FALSE,FALSE
175,Republican,223338.019396358,58899.10308170503,48.580982675775886,39.52001958154142,TRUE,FALSE
176,Republican,822018.0225682134,628703.7242303708,63.69411013554782,59.686266453936696,FALSE,FALSE
177,Republican,500758.0094993305,434111.074533544,50.574702157173306,30.575629426166415,FALSE,FALSE
178,Republican,226569.4733482028,50000,49.75753333186731,54.698469983413815,FALSE,FALSE
179,Republican,134207.81782577216,93103.66562725851,65.66837606485933,50.97889223136008,TRUE,TRUE
180,Republican,804690.9648510874,135321.9653929057,51.98286140803248,54.41696100868285,FALSE,FALSE
181,Democrat,160162.7220834061,50000,49.484864245168865,39.5255824457854,FALSE,FALSE
182,Democrat,221929.5251608622,50000,42.35026322770864,58.11277107335627,FALSE,FALSE
183,Democrat,193699.51280119477,567561.9487085688,46.98430479038507,53.102441700175405,FALSE,FALSE
184,Democrat,467687.0761280958,334523.01017447095,49.047621379140764,66.96724761277437,FALSE,FALSE
185,Republican,147031.8451525605,159974.14185910128,42.51954403240234,42.46887840330601,FALSE,FALSE
186,Republican,898769.1491715685,51236.7537510176,48.27902453020215,33.490980844944715,FALSE,FALSE
187,Democrat,105324.2951400656,83124.10913118218,64.96480401605368,49.605759447440505,FALSE,TRUE
188,Democrat,1705119.1066083794,115981.85722009031,51.41571670770645,59.77906605228782,FALSE,TRUE
189,Democrat,714334.1395890797,108759.34237447198,52.92994985822588,50.49819867126644,FALSE,FALSE
190,Republican,504033.3120106244,343313.96895731695,61.03534079855308,44.88250121474266,FALSE,FALSE
191,Republican,560927.417116314,383864.254777382,42.32824595179409,46.41224513761699,FALSE,FALSE
192,Republican,242365.4233694356,682518.1764166037,57.2872004006058,64.82033205218613,FALSE,FALSE
193,Republican,792917.9276240725,106752.05134029643,60.016496719326824,42.70089888945222,FALSE,TRUE
194,Republican,458054.0862155209,438524.8386047576,51.682201004587114,40.596344359219074,TRUE,FALSE
195,Democrat,1219759.162440942,416249.3188191203,55.71296412497759,36.49322823621333,TRUE,FALSE
196,Democrat,391654.72555810725,110004.01555595473,48.744543795473874,32.18947482295334,FALSE,FALSE
197,Democrat,100000,50000,62.27492006262764,55.54823470301926,FALSE,FALSE
198,Republican,1199322.2531730055,2780352.7739879657,69.93055222323164,34.64010775089264,FALSE,FALSE
199,Republican,1809872.6022360867,563320.659452602,68.28086254419759,35.344540514051914,FALSE,FALSE
200,Republican,2610030.039215163,291138.63649425807,45.033761379309,46.98144797235727,FALSE,FALSE
201,Republican,121869.95049908385,87239.45253781808,52.71668350091204,52.61815625242889,FALSE,FALSE
202,Democrat,118544.80218650306,70296.32113709477,48.95400031236932,48.36793277412653,FALSE,FALSE
203,Democrat,623128.0723356728,56119.07417691911,59.94138292968273,39.51036645099521,FALSE,FALSE
204,Democrat,488975.0574237561,885293.3017024924,45.074966123793274,65.02560411579907,FALSE,TRUE
205,Democrat,448304.33204450906,50000,64.40959045896307,48.49867136217654,TRUE,TRUE
206,Republican,100000,352705.01482764195,58.01100393990055,34.09695915877819,FALSE,FALSE
207,Republican,116464.95067261321,128302.24366532871,55.45446374453604,68.37545276619494,FALSE,FALSE
208,Republican,650024.5069170503,282759.0629064063,63.593396379146725,64.26967268809676,FALSE,FALSE
209,Democrat,606854.8848514169,50000,55.26499838801101,59.76974236778915,FALSE,FALSE
210,Republican,1339787.1588354255,50000,42.654804347548634,60.68302565254271,FALSE,FALSE
211,Republican,2017511.1925049084,186070.66356537715,64.82598104979843,58.7539745029062,FALSE,TRUE
212,Democrat,133719.48555617672,276265.3409975786,43.126242326106876,52.66395674087107,FALSE,TRUE
213,Republican,3691621.312604836,50000,41.46602861583233,36.62208137102425,FALSE,TRUE
214,Republican,1364966.4804843222,249568.24580391106,50.41761009953916,62.51416431739926,FALSE,FALSE
215,Republican,222594.50404504064,184191.78698879696,44.06371043995023,61.822951287031174,FALSE,FALSE
216,Republican,425175.63284474507,94903.87277623093,50.39883172372356,57.90662361308932,FALSE,FALSE
217,Democrat,3108653.729114245,797355.8718063455,68.97880001924932,34.20156176201999,FALSE,FALSE
218,Democrat,182382.41884382797,132218.03218975835,54.937941066455096,36.03895018808544,FALSE,FALSE
219,Republican,146459.05362872122,302386.8813511435,65.25946873938665,40.835120575502515,FALSE,FALSE
220,Republican,628304.8682609273,179966.25517539002,49.925305547658354,41.57168664038181,FALSE,FALSE
221,Democrat,100000,78607.1605445707,61.82495967019349,40.28880841098726,FALSE,FALSE
222,Democrat,226714.24204815374,466959.2030847057,43.65830347407609,37.42480962537229,FALSE,FALSE
223,Democrat,920367.7119009437,58555.563654107216,42.11535833077505,39.786487659439445,FALSE,TRUE
224,Republican,961966.0255267039,270254.18539664894,43.38547410443425,69.75332932546735,TRUE,FALSE
225,Democrat,276058.49902941054,248810.20595362104,47.462642206810415,38.380392948165536,FALSE,FALSE
226,Republican,485851.2767864435,118615.69143064963,68.23633234249428,47.75158202275634,FALSE,FALSE
227,Republican,175142.82565234476,63684.22261104094,43.941404237411916,63.03890488110483,FALSE,FALSE
228,Republican,680663.3116422085,184395.58704654346,40.589872621931136,52.77596624568105,FALSE,TRUE
229,Republican,464294.2599557765,202625.40991268738,50.76651504030451,65.77329049818218,FALSE,FALSE
230,Republican,607869.8003496915,1316667.1273544512,64.5669644838199,41.83249984867871,FALSE,TRUE
231,Republican,203002.345096173,1292159.030593892,69.84796690288931,39.62637844495475,FALSE,FALSE
232,Democrat,745475.176333782,105201.39051806137,43.276764696929604,51.119450721889734,FALSE,FALSE
233,Republican,2170872.984536022,71017.9609148821,52.319975218269974,64.53268403187394,FALSE,FALSE
234,Republican,304681.85452028987,94600.10165609783,40.405359831638634,61.86735223047435,TRUE,TRUE
235,Democrat,518828.12232193805,549234.1330289971,61.08298257924616,43.47852517850697,TRUE,FALSE
236,Republican,329988.84009889595,98486.17901684802,57.493515505921096,41.94569632411003,FALSE,TRUE
237,Republican,946711.1331225906,171969.18287803422,43.02196613512933,51.19855795055628,FALSE,FALSE
238,Democrat,676582.2437415393,50000,51.5317038143985,65.5507455766201,FALSE,FALSE
239,Democrat,990158.1562046462,50000,67.30153681244701,60.5377524998039,FALSE,TRUE
240,Democrat,384927.22525166627,50000,67.85189976915717,54.82200028374791,FALSE,FALSE
241,Democrat,489825.6306729102,5978320.014932181,68.57099050655961,57.215104987844825,FALSE,FALSE
242,Republican,197396.3006995422,172435.6885329822,56.30934981396422,38.16965346224606,TRUE,FALSE
243,Democrat,1022573.2781417699,50000,50.81224560039118,36.13465414382517,FALSE,TRUE
244,Republican,640573.099545043,211512.60532530464,57.686702106148005,63.5052708350122,FALSE,FALSE
245,Republican,1000103.9165027788,494797.6630604973,54.28616425488144,40.81251908093691,TRUE,TRUE
246,Democrat,415530.46415695443,112589.22772317495,58.1848906702362,33.42804015614092,FALSE,TRUE
247,Democrat,307094.43968905404,173681.591012768,49.46379885310307,52.37982149235904,FALSE,FALSE
248,Democrat,195047.40149855756,197501.84120460818,58.8115961686708,49.79036897420883,FALSE,TRUE
249,Republican,463212.11631031753,153010.98542517342,65.68746843375266,33.816010877490044,FALSE,TRUE
250,Republican,279557.3228549287,50000,46.96045984048396,35.36217254586518,FALSE,FALSE
251,Republican,302372.88445707137,191593.54086919242,69.43871898576617,66.88816646113992,FALSE,TRUE
252,Democrat,644602.2199086291,202623.1755654361,53.98269753437489,68.56364600360394,FALSE,FALSE
253,Republican,2250506.13768318,50000,64.43007488036528,35.14803887344897,TRUE,TRUE
254,Democrat,257454.54005621342,50000,69.02480581309646,41.83985858224332,FALSE,FALSE
255,Republican,249264.65806305694,117001.60685603225,51.703477976843715,48.928213166072965,FALSE,FALSE
256,Democrat,394231.10521956923,50000,56.77633935585618,68.47969501279294,FALSE,FALSE
257,Republican,119789.13951862081,111472.34695747636,58.38973395526409,55.63693447969854,FALSE,FALSE
258,Democrat,1905564.8097181015,636242.1035772135,65.85607608780265,45.85237421095371,FALSE,TRUE
259,Republican,933481.5619101876,118451.38279153992,61.13745523383841,57.648475524038076,TRUE,TRUE
260,Democrat,159997.02769835157,50000,66.51280862279236,51.13413127139211,FALSE,TRUE
261,Republican,1097209.4783602797,122092.76164102345,51.68319416232407,57.473683562129736,FALSE,TRUE
262,Republican,1570056.7725777067,268327.3486749044,65.12677004560828,67.49807342886925,FALSE,TRUE
263,Democrat,406676.6709452786,187896.060406773,43.42184087727219,60.25280906818807,FALSE,FALSE
264,Democrat,2853654.9317062437,50000,47.65126173151657,62.43670230731368,FALSE,TRUE
265,Democrat,161897.75485515984,685646.6805769851,43.78921235213056,47.69130595959723,FALSE,FALSE
266,Democrat,445064.395827319,125535.02215521909,43.9770651422441,57.69022224470973,FALSE,FALSE
267,Democrat,311153.142965762,2065996.3063163243,53.545305107254535,33.794970037415624,FALSE,TRUE
268,Republican,503815.44961446326,154039.8208832461,51.52377402409911,62.17692194506526,FALSE,FALSE
269,Republican,801781.6180176008,209656.2893989175,40.729812546633184,61.565425684675574,FALSE,FALSE
270,Democrat,1772383.1683821417,1957840.3456178277,47.980252583511174,36.86819292604923,FALSE,TRUE
271,Republican,514405.12914988166,741512.084003641,59.73722803639248,30.992324091494083,FALSE,TRUE
272,Democrat,202380.07245531466,1175413.0283532261,62.74007607717067,65.60859176330268,TRUE,FALSE
273,Republican,308374.45861087507,744125.9773281106,42.862411823589355,52.63294417411089,FALSE,FALSE
274,Republican,4464230.181814337,807464.0664147337,40.27808621991426,63.682312965393066,FALSE,FALSE
275,Republican,354063.0136654248,666077.7956920151,59.992598488461226,59.781704721972346,FALSE,FALSE
276,Republican,734250.0415559714,289095.9927168537,59.12996749859303,31.39680126681924,FALSE,FALSE
277,Republican,516222.46954267233,177780.51097012163,54.658993976190686,55.3397805057466,FALSE,FALSE
278,Democrat,370901.72043899284,319899.26294349023,56.370496014133096,55.797052811831236,FALSE,FALSE
279,Democrat,642341.6104166054,253771.99120472732,59.09732672618702,30.382287800312042,FALSE,FALSE
280,Republican,431279.98445058306,220909.46470995326,56.38937099836767,34.938568817451596,FALSE,TRUE
281,Democrat,932143.0526401508,127272.23938074209,41.908028756733984,52.21365537494421,FALSE,FALSE
282,Republican,650493.1889701087,334455.0013148243,63.825990720652044,41.7121443990618,FALSE,FALSE
283,Democrat,949222.1248477108,152747.17569734805,44.18162134708837,39.713566238060594,FALSE,TRUE
284,Republican,126573.99077037405,301891.0789969151,66.04581347899511,67.37855041399598,FALSE,FALSE
285,Democrat,1140417.2599595974,131768.9177873599,62.20177147304639,54.012850942090154,FALSE,FALSE
286,Democrat,341388.90588543506,243980.7767157121,68.54183761868626,66.35660839267075,FALSE,TRUE
287,Republican,668108.6530102782,206821.9333265593,52.11877836147323,65.56533110328019,TRUE,TRUE
288,Democrat,213042.6104139298,265947.7106488158,59.023361194413155,57.27529929019511,FALSE,FALSE
289,Democrat,783333.551915273,170324.18129070394,41.56456407625228,68.62453376874328,FALSE,FALSE
290,Republican,108106.67746020314,57303.581506573275,68.18589094327763,45.92728274874389,FALSE,FALSE
291,Republican,724190.9340443738,50000,58.366946508176625,49.253262523561716,FALSE,FALSE
292,Democrat,691912.4153904897,694725.8999508695,62.51631295774132,43.475954346358776,FALSE,FALSE
