"hh_id","year","head_age","education_head","num_children","income","has_employer_insurance","self_reported_health","unexpected_expense"
33,2022,43,"1",0,55722,0,3,1
33,2023,43,"1",3,32228,1,4,0
33,2024,43,"1",1,57515,1,3,0
34,2019,39,"2",2,209535,0,4,0
34,2020,39,"2",1,63844,0,4,0
34,2021,39,"2",0,33062,0,3,1
34,2022,39,"2",0,54578,1,4,0
34,2023,39,"2",1,88391,1,2,0
34,2024,39,"2",0,83578,1,4,0
35,2019,68,"5",3,62522,1,3,1
35,2020,68,"5",1,19477,1,4,0
35,2021,68,"5",2,47799,1,5,0
35,2022,68,"5",0,73550,0,2,1
35,2023,68,"5",4,71918,1,3,0
35,2024,68,"5",1,93802,0,3,0
36,2019,32,"4",0,86796,1,2,0
36,2020,32,"4",1,52487,1,2,0
36,2021,32,"4",0,102968,1,2,0
36,2022,32,"4",2,46584,1,4,0
36,2023,32,"4",0,68084,0,3,0
36,2024,32,"4",0,43630,1,2,0
37,2019,35,"1",2,63505,0,3,0
37,2020,35,"1",1,83571,1,3,0
37,2021,35,"1",2,47745,1,2,0
37,2022,35,"1",2,67539,0,3,1
37,2023,35,"1",0,84663,0,4,1
37,2024,35,"1",2,78261,1,4,0
38,2019,35,"1",1,98678,0,3,0
38,2020,35,"1",1,90092,0,3,0
38,2021,35,"1",1,111789,1,3,0
38,2022,35,"1",2,82575,1,3,0
38,2023,35,"1",0,58938,1,5,0
38,2024,35,"1",2,67282,0,4,0
39,2019,66,"1",3,36469,1,2,0
39,2020,66,"1",2,43602,0,2,1
39,2021,66,"1",2,56773,1,3,0
39,2022,66,"1",1,31507,1,4,1
39,2023,66,"1",3,71863,0,3,0
39,2024,66,"1",0,97188,0,4,1
40,2019,32,"3",1,69234,1,4,0
40,2020,32,"3",2,90486,1,5,0
40,2021,32,"3",0,33355,1,3,0
40,2022,32,"3",4,63554,0,3,0
40,2023,32,"3",1,92885,1,2,0
40,2024,32,"3",1,51467,0,3,0
41,2019,43,"4",1,85083,0,4,0
41,2020,43,"4",1,108886,1,3,1
41,2021,43,"4",2,115248,1,4,1
41,2022,43,"4",2,58547,0,3,0
41,2023,43,"4",0,76211,0,4,0
41,2024,43,"4",2,219674,0,1,1
42,2019,70,"1",1,52304,0,4,0
42,2020,70,"1",0,63315,1,4,1
42,2021,70,"1",1,38027,0,3,0
42,2022,70,"1",0,65290,1,4,0
42,2023,70,"1",0,52311,1,2,0
42,2024,70,"1",1,69783,1,3,0
43,2019,50,"1",1,97815,1,3,1
43,2020,50,"1",1,41844,1,3,0
43,2021,50,"1",1,64813,1,4,0
43,2022,50,"1",2,128842,0,2,0
43,2023,50,"1",1,40984,1,4,0
43,2024,50,"1",1,36787,0,5,0
44,2019,44,"1",2,57121,1,3,0
44,2020,44,"1",5,55913,0,3,0
44,2021,44,"1",5,53429,1,4,1
44,2022,44,"1",1,58554,0,3,0
44,2023,44,"1",2,59836,1,3,0
44,2024,44,"1",0,66436,0,3,0
45,2019,64,"5",3,166855,1,4,0
45,2020,64,"5",1,95077,0,4,0
45,2021,64,"5",1,80309,1,4,0
45,2022,64,"5",0,85386,1,4,0
45,2023,64,"5",1,58813,1,4,0
45,2024,64,"5",1,52901,1,3,0
46,2019,57,"1",2,155344,0,3,0
46,2020,57,"1",1,139949,1,4,0
46,2021,57,"1",0,86302,1,2,0
46,2022,57,"1",1,114623,1,4,0
46,2023,57,"1",0,55234,1,4,0
46,2024,57,"1",0,40593,1,3,0
47,2019,41,"2",2,66395,1,3,0
47,2020,41,"2",1,40029,1,3,0
47,2021,41,"2",1,74286,1,3,0
47,2022,41,"2",1,44544,0,4,0
47,2023,41,"2",1,81296,0,5,0
47,2024,41,"2",1,56380,0,5,0
48,2019,38,"2",1,57193,1,3,0
48,2020,38,"2",0,80485,1,3,0
48,2021,38,"2",0,119297,0,4,0
48,2022,38,"2",2,61086,1,4,0
48,2023,38,"2",1,38374,1,4,0
48,2024,38,"2",0,77195,1,4,0
49,2019,43,"2",4,45447,1,1,0
49,2020,43,"2",0,38511,1,4,0
49,2021,43,"2",0,83388,1,1,0
49,2022,43,"2",1,44660,1,4,0
49,2023,43,"2",2,84266,0,5,0
49,2024,43,"2",1,68727,1,4,0
50,2019,63,"2",1,46153,1,4,1
50,2020,63,"2",2,44658,1,2,1
50,2021,63,"2",1,32564,1,4,1
50,2022,63,"2",0,63185,0,1,1
50,2023,63,"2",1,70472,0,3,0
50,2024,63,"2",5,84541,0,3,0
51,2019,61,"4",0,73437,1,5,1
51,2020,61,"4",4,30638,0,3,0
51,2021,61,"4",3,35923,1,3,0
51,2022,61,"4",2,43863,0,3,0
51,2023,61,"4",2,71219,0,3,0
51,2024,61,"4",0,99108,1,2,0
52,2019,52,"2",0,33271,1,4,0
52,2020,52,"2",0,72995,1,4,0
52,2021,52,"2",0,58766,0,5,0
52,2022,52,"2",0,74028,1,2,0
52,2023,52,"2",1,84686,0,2,1
52,2024,52,"2",2,34559,1,3,0
53,2019,48,"3",0,31650,0,3,0
53,2020,48,"3",1,55951,1,5,1
53,2021,48,"3",2,42384,1,5,0
53,2022,48,"3",2,96316,1,3,0
53,2023,48,"3",1,40100,1,3,0
53,2024,48,"3",3,117145,1,2,0
54,2019,36,"3",1,39539,1,4,1
54,2020,36,"3",2,50747,1,4,0
54,2021,36,"3",3,93651,1,3,1
54,2022,36,"3",0,47672,1,5,0
54,2023,36,"3",0,48480,1,3,0
54,2024,36,"3",0,86187,0,2,1
55,2019,41,"5",1,69162,0,3,0
55,2020,41,"5",1,54277,1,3,0
55,2021,41,"5",1,62542,1,2,1
55,2022,41,"5",3,71079,0,4,1
55,2023,41,"5",1,79339,0,3,0
55,2024,41,"5",0,93236,0,3,0
56,2019,48,"2",2,140148,0,3,0
56,2020,48,"2",1,44417,1,3,1
56,2021,48,"2",0,49295,0,4,1
56,2022,48,"2",1,44002,0,5,1
56,2023,48,"2",1,55653,1,4,1
56,2024,48,"2",1,54440,1,3,0
57,2019,51,"3",1,65410,0,4,0
57,2020,51,"3",1,45683,1,1,0
57,2021,51,"3",0,95931,0,5,0
57,2022,51,"3",5,75230,0,3,0
57,2023,51,"3",1,60974,1,4,0
57,2024,51,"3",2,17931,0,3,0
58,2019,34,"3",3,80026,1,3,0
58,2020,34,"3",0,40856,1,3,1
58,2021,34,"3",0,118953,1,2,0
58,2022,34,"3",3,36930,1,4,1
58,2023,34,"3",1,66132,0,3,0
58,2024,34,"3",0,54259,1,3,0
59,2019,41,"3",1,54763,1,4,0
59,2020,41,"3",2,42302,1,2,1
59,2021,41,"3",1,121474,0,3,1
59,2022,41,"3",0,82488,1,3,0
59,2023,41,"3",1,45566,0,4,0
59,2024,41,"3",1,61336,0,3,0
60,2019,61,"1",2,78327,0,1,1
60,2020,61,"1",1,38381,0,5,0
60,2021,61,"1",2,113175,1,3,0
60,2022,61,"1",1,96198,1,2,0
60,2023,61,"1",4,54143,0,2,1
60,2024,61,"1",1,59518,1,3,0
61,2019,63,"4",1,73231,1,4,0
61,2020,63,"4",4,125394,1,3,0
61,2021,63,"4",2,68024,0,5,0
61,2022,63,"4",0,41237,1,2,1
61,2023,63,"4",0,39170,0,3,0
61,2024,63,"4",1,27455,0,4,0
62,2019,33,"5",0,89191,0,2,0
62,2020,33,"5",0,72308,0,4,0
62,2021,33,"5",0,86143,0,4,0
62,2022,33,"5",0,53372,0,3,0
62,2023,33,"5",1,106275,1,5,0
62,2024,33,"5",2,45046,1,5,0
63,2019,53,"5",1,84249,1,4,0
63,2020,53,"5",3,29913,0,3,0
63,2021,53,"5",3,75400,0,4,0
63,2022,53,"5",2,65227,0,3,0
63,2023,53,"5",3,63543,0,3,0
63,2024,53,"5",2,64829,0,4,0
64,2019,35,"2",3,100277,1,4,0
64,2020,35,"2",0,83976,0,2,0
64,2021,35,"2",1,55304,1,4,0
64,2022,35,"2",2,72968,1,3,1
64,2023,35,"2",2,103980,0,3,0
64,2024,35,"2",2,57336,0,3,1
65,2019,51,"1",1,60235,1,4,0
65,2020,51,"1",2,62334,0,4,0
65,2021,51,"1",1,92933,0,4,0
65,2022,51,"1",2,52821,0,1,1
65,2023,51,"1",3,66708,1,3,0
65,2024,51,"1",3,81693,0,4,0
66,2019,64,"1",0,86845,1,2,0
66,2020,64,"1",1,64001,0,4,0
66,2021,64,"1",1,67464,0,2,0
66,2022,64,"1",0,73602,0,4,0
66,2023,64,"1",1,74078,1,5,0
66,2024,64,"1",1,88498,1,4,0
67,2019,70,"5",2,58116,0,4,0
67,2020,70,"5",1,46835,1,3,1
67,2021,70,"5",0,114905,0,3,0
67,2022,70,"5",3,77739,0,4,0
67,2023,70,"5",1,49434,1,3,0
67,2024,70,"5",3,30904,1,3,0
68,2019,32,"1",0,83257,1,2,0
68,2020,32,"1",3,120057,1,4,0
68,2021,32,"1",2,38913,0,2,0
68,2022,32,"1",2,50193,1,3,0
68,2023,32,"1",1,76743,0,5,0
68,2024,32,"1",2,115184,1,3,0
69,2019,69,"1",1,54134,1,4,1
69,2020,69,"1",1,69849,1,3,0
69,2021,69,"1",3,111445,1,2,0
69,2022,69,"1",1,120937,1,4,0
69,2023,69,"1",2,42264,1,4,0
69,2024,69,"1",0,54799,1,3,1
70,2019,42,"1",2,48488,1,4,1
70,2020,42,"1",3,76670,1,4,0
70,2021,42,"1",2,116576,1,4,0
70,2022,42,"1",2,102807,1,1,0
70,2023,42,"1",0,49124,1,3,0
70,2024,42,"1",3,42655,0,5,0
71,2019,53,"1",2,72685,1,4,0
71,2020,53,"1",1,51565,1,2,0
71,2021,53,"1",0,25707,1,3,0
71,2022,53,"1",3,35085,1,2,0
71,2023,53,"1",1,37918,1,4,1
71,2024,53,"1",0,58591,1,3,0
72,2019,45,"4",0,43737,1,2,0
72,2020,45,"4",2,67065,1,2,1
72,2021,45,"4",4,128966,0,4,0
72,2022,45,"4",1,118821,1,3,1
72,2023,45,"4",1,81613,1,4,0
72,2024,45,"4",0,187564,1,1,0
73,2019,52,"3",3,88247,1,2,0
73,2020,52,"3",2,53240,1,3,1
73,2021,52,"3",1,79719,0,2,0
73,2022,52,"3",2,42988,1,3,1
73,2023,52,"3",2,70349,1,3,0
73,2024,52,"3",1,55978,1,4,0
74,2019,33,"5",1,59034,1,4,0
74,2020,33,"5",2,53146,0,4,0
74,2021,33,"5",1,38396,1,3,0
74,2022,33,"5",3,73359,1,2,0
74,2023,33,"5",1,80829,1,5,0
74,2024,33,"5",2,100837,1,4,1
75,2019,65,"3",4,50190,1,4,0
75,2020,65,"3",2,54408,1,4,0
75,2021,65,"3",0,114128,1,4,0
75,2022,65,"3",4,81019,1,4,0
75,2023,65,"3",1,110501,0,3,0
75,2024,65,"3",1,61454,1,3,0
76,2019,36,"5",1,78421,0,3,1
76,2020,36,"5",1,125235,0,4,0
76,2021,36,"5",2,62564,1,5,1
76,2022,36,"5",1,76081,1,3,0
76,2023,36,"5",1,59414,1,4,0
76,2024,36,"5",1,63840,0,2,0
77,2019,66,"4",3,64579,1,3,0
77,2020,66,"4",1,139032,1,4,0
77,2021,66,"4",1,71528,1,4,0
77,2022,66,"4",2,88723,1,3,0
77,2023,66,"4",0,71607,1,4,0
77,2024,66,"4",2,37391,0,3,0
78,2019,62,"4",0,59911,1,4,0
78,2020,62,"4",1,66988,0,4,1
78,2021,62,"4",2,64501,0,3,0
78,2022,62,"4",1,55719,1,2,1
78,2023,62,"4",0,50865,0,3,0
78,2024,62,"4",1,65057,0,5,0
79,2019,47,"2",2,54317,1,3,1
79,2020,47,"2",1,103194,1,4,0
79,2021,47,"2",1,61859,0,2,1
79,2022,47,"2",0,93978,0,4,1
79,2023,47,"2",3,58418,1,1,0
79,2024,47,"2",1,48819,1,4,0
80,2019,47,"2",0,57460,1,3,0
80,2020,47,"2",1,82017,1,3,0
80,2021,47,"2",1,25489,1,4,0
80,2022,47,"2",1,67231,0,2,0
80,2023,47,"2",2,74856,0,3,0
80,2024,47,"2",4,40112,1,4,1
81,2019,46,"2",5,62716,1,4,1
81,2020,46,"2",2,84586,1,5,0
81,2021,46,"2",0,73773,1,3,0
81,2022,46,"2",0,54037,1,3,0
81,2023,46,"2",2,67903,1,4,0
81,2024,46,"2",2,52297,1,2,0
82,2019,59,"3",1,174685,0,4,0
82,2020,59,"3",4,104610,1,4,1
82,2021,59,"3",2,35908,1,4,0
82,2022,59,"3",0,61629,1,4,0
82,2023,59,"3",4,39880,1,1,0
82,2024,59,"3",2,68913,1,4,0
83,2019,53,"5",6,73609,0,4,0
83,2020,53,"5",1,54519,1,3,1
83,2021,53,"5",1,43340,0,3,0
83,2022,53,"5",1,39525,1,5,0
83,2023,53,"5",1,93273,0,3,1
83,2024,53,"5",1,82330,0,4,0
84,2019,47,"2",2,78012,0,1,0
84,2020,47,"2",0,99586,1,4,0
84,2021,47,"2",0,48603,1,2,0
84,2022,47,"2",3,79054,0,2,0
84,2023,47,"2",1,46848,1,3,0
84,2024,47,"2",5,43502,1,2,0
85,2019,31,"1",3,38884,1,3,0
85,2020,31,"1",1,68897,1,4,0
85,2021,31,"1",2,30517,1,2,0
85,2022,31,"1",1,17536,1,4,0
85,2023,31,"1",1,61209,1,4,0
85,2024,31,"1",1,94230,0,5,0
86,2019,63,"2",2,77151,1,4,1
86,2020,63,"2",1,69725,0,4,0
86,2021,63,"2",1,63448,0,5,0
86,2022,63,"2",1,31454,0,4,0
86,2023,63,"2",1,45456,1,3,0
86,2024,63,"2",0,53576,1,3,0
87,2019,37,"2",1,24697,1,2,0
87,2020,37,"2",1,105687,1,3,1
87,2021,37,"2",0,62651,1,2,0
87,2022,37,"2",0,47588,1,3,0
87,2023,37,"2",0,76791,1,3,0
87,2024,37,"2",0,61826,0,4,0
88,2019,67,"1",1,138171,0,3,0
88,2020,67,"1",1,92319,1,4,0
88,2021,67,"1",2,95931,1,3,0
88,2022,67,"1",2,69838,0,3,1
88,2023,67,"1",0,68904,1,4,0
88,2024,67,"1",5,60607,1,3,1
89,2019,64,"2",4,133917,1,1,0
89,2020,64,"2",1,44186,0,2,1
89,2021,64,"2",0,46661,1,4,0
89,2022,64,"2",1,78716,0,4,0
89,2023,64,"2",2,58493,1,3,0
89,2024,64,"2",0,72932,1,3,0
90,2019,51,"3",0,153166,1,3,1
90,2020,51,"3",3,48656,1,3,1
90,2021,51,"3",2,53344,1,2,0
90,2022,51,"3",3,97281,1,5,0
90,2023,51,"3",1,36052,1,4,0
90,2024,51,"3",1,83557,1,3,1
91,2019,37,"2",0,77904,1,2,0
91,2020,37,"2",2,23206,1,4,0
91,2021,37,"2",0,67629,0,3,0
91,2022,37,"2",3,65145,1,4,0
91,2023,37,"2",4,57575,1,4,0
91,2024,37,"2",1,38697,1,5,0
92,2019,26,"1",2,57677,0,2,0
92,2020,26,"1",2,77630,1,4,0
92,2021,26,"1",2,100239,1,3,0
92,2022,26,"1",3,67531,0,4,1
92,2023,26,"1",3,143667,1,3,0
92,2024,26,"1",1,52713,1,3,1
93,2019,55,"2",1,74631,1,3,0
93,2020,55,"2",2,136648,0,3,0
93,2021,55,"2",1,117127,1,4,0
93,2022,55,"2",0,109907,1,3,0
93,2023,55,"2",1,40824,1,4,0
93,2024,55,"2",1,85446,0,1,0
94,2019,61,"4",3,93348,1,4,1
94,2020,61,"4",1,100497,1,4,0
94,2021,61,"4",1,46452,1,4,1
94,2022,61,"4",2,96405,1,5,0
94,2023,61,"4",1,70065,0,5,0
94,2024,61,"4",3,83037,0,2,1
95,2019,39,"5",2,58753,1,3,1
95,2020,39,"5",1,79950,1,4,0
95,2021,39,"5",0,27093,1,2,1
95,2022,39,"5",1,112992,1,4,0
95,2023,39,"5",6,68189,0,2,0
95,2024,39,"5",0,64496,1,2,1
96,2019,29,"3",1,86967,1,3,0
96,2020,29,"3",1,76624,1,4,0
96,2021,29,"3",0,42068,1,4,0
96,2022,29,"3",4,133236,1,2,0
96,2023,29,"3",1,56229,1,3,0
96,2024,29,"3",2,26683,1,3,0
97,2019,59,"4",3,54384,0,5,1
97,2020,59,"4",1,130721,0,3,1
97,2021,59,"4",1,34626,1,3,1
97,2022,59,"4",1,22876,1,3,0
97,2023,59,"4",3,87319,1,3,0
97,2024,59,"4",0,111547,1,3,0
98,2019,51,"1",1,37430,1,2,1
98,2020,51,"1",1,34174,0,4,0
98,2021,51,"1",0,121829,0,3,0
98,2022,51,"1",0,105228,1,2,0
98,2023,51,"1",2,82926,1,4,0
98,2024,51,"1",2,64879,1,5,0
99,2019,26,"3",2,44231,1,3,0
99,2020,26,"3",1,33198,1,5,0
99,2021,26,"3",0,60917,1,3,1
99,2022,26,"3",0,145629,1,3,1
99,2023,26,"3",0,88658,0,2,0
99,2024,26,"3",0,80369,1,3,0
100,2019,31,"2",2,73118,0,4,0
100,2020,31,"2",0,135945,1,4,1
100,2021,31,"2",1,91789,1,5,0
100,2022,31,"2",1,72897,1,5,0
100,2023,31,"2",0,65196,1,4,0
100,2024,31,"2",1,67313,0,3,1
101,2019,45,"2",1,48814,1,2,0
101,2020,45,"2",1,45163,1,2,1
101,2021,45,"2",1,45403,0,3,0
101,2022,45,"2",2,83225,1,2,0
101,2023,45,"2",2,117662,1,3,0
101,2024,45,"2",0,61057,1,4,1
102,2019,39,"3",2,62073,1,3,1
102,2020,39,"3",0,41780,1,1,0
102,2021,39,"3",1,31433,0,2,0
102,2022,39,"3",3,76936,0,3,0
102,2023,39,"3",2,74849,1,4,0
102,2024,39,"3",1,63628,1,3,0
103,2019,65,"3",3,53044,1,5,0
103,2020,65,"3",2,68379,1,3,0
103,2021,65,"3",1,57755,1,2,0
103,2022,65,"3",3,101852,1,2,0
103,2023,65,"3",0,53515,1,3,0
103,2024,65,"3",4,40124,0,5,0
104,2019,67,"5",2,99527,0,2,0
104,2020,67,"5",1,42547,1,3,0
104,2021,67,"5",3,94560,1,3,0
104,2022,67,"5",1,92969,1,2,0
104,2023,67,"5",2,79692,1,2,0
104,2024,67,"5",3,38907,0,4,0
105,2019,60,"1",1,34420,0,3,0
105,2020,60,"1",2,61714,0,2,1
105,2021,60,"1",3,40108,0,3,1
105,2022,60,"1",1,62650,0,3,0
105,2023,60,"1",0,56373,1,2,1
105,2024,60,"1",1,66590,1,5,0
106,2019,48,"1",2,66408,1,1,1
106,2020,48,"1",2,79605,1,4,0
106,2021,48,"1",3,76336,1,1,1
106,2022,48,"1",2,52169,0,4,0
106,2023,48,"1",1,40175,1,3,0
106,2024,48,"1",4,65602,0,2,1
107,2019,55,"3",3,69937,1,4,0
107,2020,55,"3",0,54036,1,3,0
107,2021,55,"3",2,46491,1,3,0
107,2022,55,"3",3,88196,1,5,0
107,2023,55,"3",2,77983,1,2,0
107,2024,55,"3",3,77724,0,3,0
108,2019,69,"5",2,69774,1,4,0
108,2020,69,"5",1,75431,1,3,1
108,2021,69,"5",2,53920,0,3,0
108,2022,69,"5",1,49426,1,4,0
108,2023,69,"5",2,50166,1,4,0
108,2024,69,"5",2,82812,1,5,0
109,2019,51,"1",3,85346,1,3,0
109,2020,51,"1",2,51487,1,4,0
109,2021,51,"1",2,135649,1,3,0
109,2022,51,"1",1,179322,0,5,0
109,2023,51,"1",3,95022,0,3,0
109,2024,51,"1",2,73858,0,3,0
110,2019,66,"3",3,87822,1,5,0
110,2020,66,"3",1,201274,0,3,0
110,2021,66,"3",1,82889,1,2,0
110,2022,66,"3",3,114304,0,4,0
110,2023,66,"3",1,54399,0,3,1
110,2024,66,"3",1,138437,1,3,0
111,2019,61,"1",1,74364,1,4,0
111,2020,61,"1",0,62788,1,2,0
