respondent_id,age,education,party_id,income_category,region,congress_approval
40,61,Graduate,Democrat,$30k-$60k,South,13.193376130344106
41,52,High School,Republican,$60k-$100k,Midwest,50.7954498984246
42,68,High School,Republican,$60k-$100k,South,35.35202306088694
43,72,Bachelor's,Republican,Under $30k,South,31.949848002148283
44,40,Bachelor's,Republican,Over $100k,West,31.775782548477345
45,43,Some College,Democrat,$60k-$100k,West,35.742776639319295
46,72,Graduate,Republican,$60k-$100k,West,22.01156032333117
47,24,Bachelor's,Republican,$60k-$100k,South,29.06796173312538
48,32,Bachelor's,Democrat,Under $30k,Northeast,27.539970297759236
49,63,Bachelor's,Republican,Over $100k,Northeast,20.583182329139717
50,29,Bachelor's,Republican,Over $100k,West,33.756725986039484
51,22,High School,Democrat,$30k-$60k,West,40.04629615936376
52,85,Some College,Republican,Over $100k,Midwest,27.317738457073485
53,28,Graduate,Democrat,Under $30k,South,48.510071502875405
54,66,Bachelor's,Republican,Under $30k,Northeast,21.26057400992589
55,84,Bachelor's,Independent,$30k-$60k,South,0
56,32,Some College,Independent,Under $30k,Northeast,13.505737772435685
57,24,High School,Independent,Over $100k,South,0
58,59,Graduate,Democrat,Over $100k,West,38.823048578660945
59,72,High School,Independent,Under $30k,Northeast,3.6862515555567477
60,21,High School,Democrat,$30k-$60k,West,33.10065959817464
61,21,Graduate,Independent,Under $30k,Northeast,0
62,49,High School,Independent,$30k-$60k,West,23.000930442942778
63,74,Bachelor's,Independent,Under $30k,Northeast,24.295760005418455
64,82,Some College,Democrat,$30k-$60k,West,38.70354560642681
65,65,Bachelor's,Democrat,$60k-$100k,South,30.17694202844844
66,72,Graduate,Democrat,Under $30k,South,61.232778416756496
67,34,High School,Democrat,$60k-$100k,South,39.66486993415044
68,20,Bachelor's,Republican,$60k-$100k,South,23.687514074394226
69,35,High School,Independent,$30k-$60k,West,10.705283621420808
70,24,High School,Independent,Under $30k,Northeast,3.3317590242387407
71,37,Bachelor's,Republican,Under $30k,South,24.48486492894906
72,29,Bachelor's,Republican,Over $100k,South,7.301692601065142
73,85,Bachelor's,Independent,Over $100k,Midwest,27.443388984579283
74,52,Bachelor's,Independent,$30k-$60k,Midwest,40.38419083421575
75,23,Graduate,Democrat,$30k-$60k,South,50.6183861414204
76,40,Graduate,Democrat,$30k-$60k,Midwest,42.15403419264619
77,85,High School,Democrat,$30k-$60k,Midwest,36.94974132496356
78,76,Bachelor's,Independent,$30k-$60k,Midwest,29.047256430770457
79,47,High School,Independent,Over $100k,Northeast,23.402024221038737
80,67,Some College,Democrat,$30k-$60k,Midwest,41.524760374618246
81,48,Bachelor's,Republican,$30k-$60k,South,38.45851800964611
82,42,High School,Independent,$30k-$60k,Northeast,36.65467144944755
83,65,Some College,Independent,$60k-$100k,West,14.479496136831127
84,42,Some College,Democrat,$30k-$60k,South,25.77060726653253
85,45,High School,Democrat,$30k-$60k,South,30.66796758612957
86,25,Bachelor's,Democrat,$60k-$100k,South,28.056934195935497
87,35,Some College,Democrat,$30k-$60k,Midwest,24.54116405307651
88,37,Graduate,Republican,$60k-$100k,South,30.345552450638184
89,38,Bachelor's,Democrat,$30k-$60k,Midwest,33.52457380278507
90,64,Bachelor's,Independent,$30k-$60k,South,29.151177429151826
91,28,Some College,Democrat,$60k-$100k,South,16.243912096437295
92,68,Some College,Republican,$60k-$100k,South,44.0178774488765
93,61,High School,Republican,$30k-$60k,West,5.087668716758603
94,41,Some College,Independent,Under $30k,Northeast,39.419028281063504
95,80,Bachelor's,Republican,Under $30k,South,20.4508672387785
96,79,Some College,Democrat,$30k-$60k,West,40.01301179594245
97,73,Bachelor's,Republican,$60k-$100k,West,18.82120134106981
98,54,Some College,Independent,$60k-$100k,South,49.78376654829285
99,28,High School,Democrat,Under $30k,South,33.60002763327435
100,26,Bachelor's,Republican,Over $100k,Northeast,36.04326865851574
101,53,Some College,Republican,$60k-$100k,Northeast,40.71630718416997
102,27,Graduate,Republican,$60k-$100k,Midwest,26.156802659294495
103,75,Graduate,Democrat,$60k-$100k,West,31.86931192628832
104,63,Graduate,Independent,$30k-$60k,West,17.665654841968724
105,18,Some College,Independent,$30k-$60k,West,15.570003852617534
106,67,High School,Democrat,$60k-$100k,South,41.22370712426927
107,72,Bachelor's,Democrat,$30k-$60k,South,38.24757314493119
108,78,High School,Republican,Under $30k,Midwest,17.434188320955542
109,30,High School,Democrat,$30k-$60k,South,54.340165378182235
110,64,High School,Democrat,Over $100k,South,17.42977467693748
111,64,High School,Democrat,Under $30k,Northeast,20.15009398476622
112,76,Some College,Democrat,Under $30k,Midwest,34.88610981344385
113,79,Some College,Democrat,$30k-$60k,West,36.53188162361451
114,50,Bachelor's,Democrat,Over $100k,South,44.90962129038436
115,79,Some College,Republican,$60k-$100k,Northeast,47.619065109779235
116,31,Some College,Republican,Over $100k,Midwest,26.862687105048547
117,84,Graduate,Democrat,$30k-$60k,South,58.28962692162937
118,48,Graduate,Independent,Under $30k,South,14.534394980292607
119,25,High School,Republican,Under $30k,West,10.60404918148214
120,63,Graduate,Democrat,Over $100k,Northeast,37.373523323468525
121,77,Bachelor's,Republican,$30k-$60k,West,42.07088164723085
122,79,High School,Democrat,$60k-$100k,Midwest,42.76784361993108
123,83,Bachelor's,Republican,Under $30k,Northeast,22.497602500770828
124,18,High School,Independent,$60k-$100k,Midwest,5.750418264753325
125,55,Bachelor's,Republican,Under $30k,Midwest,39.44777147994509
126,73,Graduate,Democrat,$30k-$60k,Midwest,54.860289494384226
127,32,Bachelor's,Republican,Under $30k,Midwest,26.654644890124256
128,27,Some College,Republican,Under $30k,Midwest,4.7776777892081626
129,21,Graduate,Republican,$60k-$100k,West,28.001943954386753
130,57,High School,Independent,$60k-$100k,South,20.068047039835733
131,51,High School,Independent,Over $100k,South,29.185936029957087
132,84,Graduate,Independent,Under $30k,Midwest,27.82777132280084
133,80,High School,Republican,$30k-$60k,South,4.8316739803737505
134,84,Bachelor's,Independent,$30k-$60k,Midwest,10.676995350814128
135,76,Bachelor's,Independent,Under $30k,Northeast,34.55508061431107
136,62,High School,Republican,$60k-$100k,Midwest,24.782157884449422
137,74,Bachelor's,Republican,$30k-$60k,Northeast,31.583397074727785
138,29,High School,Democrat,Under $30k,South,35.51628293209218
139,48,High School,Democrat,$60k-$100k,Midwest,48.188546769624985
140,57,High School,Republican,Under $30k,Midwest,34.2100225815208
141,25,Some College,Democrat,Over $100k,South,49.37308106731094
142,41,Some College,Independent,Under $30k,West,0
143,80,Some College,Republican,$60k-$100k,Midwest,16.446916554168443
144,26,Bachelor's,Republican,Under $30k,Midwest,35.577453375055654
145,49,Graduate,Independent,Over $100k,Northeast,54.51616640529973
146,32,Some College,Independent,Over $100k,South,31.38094036370513
147,59,Some College,Democrat,$30k-$60k,Midwest,48.004222917370704
148,83,Bachelor's,Republican,$30k-$60k,South,24.9026955640823
149,37,Bachelor's,Democrat,$30k-$60k,South,60.15440333826953
150,48,Some College,Independent,$60k-$100k,Midwest,2.80838400287713
151,43,High School,Democrat,Under $30k,South,29.510505832013955
152,40,High School,Independent,Over $100k,South,42.70543757712358
153,76,High School,Independent,$60k-$100k,South,24.999225386590563
154,37,High School,Democrat,Under $30k,West,41.30282799160931
155,45,Some College,Democrat,Under $30k,South,5.314489194012893
156,33,Bachelor's,Republican,$30k-$60k,West,36.96588304973295
157,48,High School,Democrat,Under $30k,South,37.473533482416975
158,83,High School,Democrat,$60k-$100k,South,36.61651126247739
159,54,High School,Democrat,Under $30k,West,43.04701648800979
160,83,Some College,Democrat,$60k-$100k,West,11.72759567954192
161,60,Bachelor's,Independent,$30k-$60k,Northeast,14.015674469994325
162,38,Graduate,Democrat,Over $100k,West,21.28385854672652
163,53,Bachelor's,Independent,Over $100k,West,39.31571978246417
164,21,Graduate,Democrat,Under $30k,Northeast,35.33573734722724
165,37,Some College,Democrat,$60k-$100k,South,33.48302907311063
166,23,High School,Republican,$60k-$100k,South,23.25338614395446
167,44,Graduate,Independent,$60k-$100k,West,33.58436045012617
168,82,Bachelor's,Republican,Under $30k,South,48.1231845698752
169,24,Graduate,Independent,$60k-$100k,Midwest,10.386459790235264
170,53,Graduate,Independent,$30k-$60k,South,25.626237321217936
171,34,Bachelor's,Republican,$30k-$60k,Midwest,17.815775478198262
172,50,Bachelor's,Democrat,Under $30k,South,36.328400154318146
173,66,Some College,Democrat,Under $30k,Northeast,45.904336615073
174,71,Bachelor's,Republican,Over $100k,South,41.85208983426706
175,38,Some College,Republican,$30k-$60k,West,18.15426562178814
176,84,Graduate,Republican,$60k-$100k,South,17.980649402551688
177,24,High School,Independent,$60k-$100k,Northeast,20.05219146711092
178,71,High School,Democrat,$30k-$60k,Midwest,40.187365540240634
179,32,High School,Republican,Under $30k,Midwest,22.22721562467723
180,38,Some College,Democrat,Over $100k,South,60.625641535926086
181,24,Bachelor's,Democrat,$60k-$100k,Northeast,16.053858402245922
182,82,High School,Republican,$30k-$60k,Northeast,15.608504802939585
183,75,Some College,Independent,Under $30k,West,55.588496721003544
184,64,Bachelor's,Democrat,Over $100k,South,18.326391649474175
185,35,Graduate,Democrat,$30k-$60k,South,26.25910879766076
186,47,Some College,Republican,$30k-$60k,South,0.8715132209138439
187,76,Some College,Republican,$30k-$60k,West,28.128534863883978
188,75,High School,Republican,Under $30k,Northeast,33.45553700648261
189,41,Some College,Republican,Over $100k,Midwest,29.26004877646779
190,41,High School,Republican,$30k-$60k,South,43.409791799050176
191,70,Bachelor's,Republican,$30k-$60k,Northeast,7.972518326845812
192,51,High School,Independent,$30k-$60k,Midwest,30.129707595536534
193,24,Graduate,Democrat,$30k-$60k,South,41.93326016417083
194,56,High School,Independent,$30k-$60k,Midwest,18.619359222416538
195,70,Graduate,Republican,Under $30k,Northeast,22.914802770671386
196,51,High School,Democrat,$30k-$60k,West,62.81641757885839
197,50,Some College,Independent,$60k-$100k,Northeast,19.953960505965014
198,26,Some College,Democrat,Under $30k,West,17.484271795103908
199,49,High School,Democrat,Under $30k,West,18.19803644472774
200,22,Bachelor's,Republican,Under $30k,Northeast,19.667531929294885
201,39,Some College,Independent,Under $30k,Northeast,27.799464701212305
202,69,High School,Democrat,Under $30k,Northeast,31.60459441310735
203,85,Some College,Republican,Under $30k,Northeast,7.878909451453051
204,60,Graduate,Republican,Under $30k,West,60.54858379708684
205,73,High School,Independent,$30k-$60k,South,5.189610595727494
206,56,Bachelor's,Independent,$60k-$100k,South,42.30713426403639
207,75,Bachelor's,Republican,$30k-$60k,South,20.52566918008915
208,19,Some College,Democrat,Over $100k,South,15.7948571831324
209,54,Bachelor's,Democrat,Over $100k,Midwest,42.782692760028375
210,27,Bachelor's,Democrat,Under $30k,South,28.75924956555844
211,83,Bachelor's,Democrat,Over $100k,West,48.37305969628403
212,78,High School,Democrat,$30k-$60k,South,30.62322845839077
213,36,High School,Independent,$60k-$100k,Midwest,26.134530323042476
214,50,High School,Democrat,$30k-$60k,West,41.967440627911216
215,65,High School,Democrat,$30k-$60k,Northeast,49.463107403927495
216,33,Some College,Democrat,$30k-$60k,South,33.922681363383184
217,41,Graduate,Republican,Over $100k,Midwest,38.058885229229574
218,75,Some College,Republican,$60k-$100k,South,17.454888166907114
219,27,Graduate,Republican,$30k-$60k,West,14.352994125223885
220,31,High School,Democrat,$30k-$60k,West,58.361199597149884
221,43,Bachelor's,Independent,Under $30k,South,44.00731425935879
222,58,Bachelor's,Independent,Under $30k,South,20.733845989914087
223,61,High School,Independent,$60k-$100k,Northeast,7.748614950806603
224,48,Graduate,Democrat,$60k-$100k,Midwest,41.61786354489884
225,26,High School,Democrat,$60k-$100k,West,36.860521086818906
226,76,High School,Independent,$30k-$60k,Northeast,35.477931720580756
227,70,Graduate,Independent,$30k-$60k,South,15.724180711070783
228,37,Some College,Democrat,Under $30k,Northeast,32.869695513906144
229,76,Some College,Independent,$60k-$100k,South,26.96861239997261
230,68,Bachelor's,Independent,Over $100k,South,21.089578004253585
231,74,High School,Republican,$30k-$60k,Northeast,20.24377717476397
232,27,Some College,Democrat,Over $100k,Midwest,18.352009063499267
233,23,High School,Democrat,$30k-$60k,Midwest,34.97732519505111
234,58,Bachelor's,Independent,Under $30k,South,33.025177912187424
235,49,Bachelor's,Democrat,$30k-$60k,Midwest,47.19043759753237
236,73,Bachelor's,Democrat,Under $30k,West,35.85039871027992
237,66,High School,Democrat,Over $100k,South,40.55573597815431
238,40,Graduate,Democrat,$60k-$100k,West,33.37360370331641
239,50,High School,Independent,$30k-$60k,Northeast,15.238486203576711
240,27,High School,Democrat,Over $100k,Midwest,39.623860620894916
241,40,High School,Independent,Under $30k,South,22.18065158599486
242,80,High School,Republican,$60k-$100k,South,31.665719118840688
243,79,High School,Independent,$60k-$100k,Midwest,44.67756147292907
244,25,Some College,Republican,$60k-$100k,West,11.147538697640908
245,24,Some College,Republican,Under $30k,South,10.547086469022318
246,18,High School,Democrat,$60k-$100k,South,50.514224225339014
247,56,Bachelor's,Independent,$30k-$60k,South,8.270681270845113
248,83,High School,Independent,$30k-$60k,South,29.04574158537521
249,82,Bachelor's,Democrat,Under $30k,Midwest,40.993839770174546
250,82,Graduate,Democrat,$60k-$100k,Northeast,55.21174583720597
251,50,Some College,Republican,$60k-$100k,Northeast,17.445709407021084
252,67,High School,Democrat,$60k-$100k,West,31.44232192314637
253,29,Bachelor's,Independent,$30k-$60k,South,35.378563652619576
254,51,Graduate,Republican,$30k-$60k,South,0
255,35,Some College,Independent,Over $100k,South,26.693426366849515
256,44,Graduate,Independent,$30k-$60k,South,24.36243319414487
257,62,Graduate,Democrat,Under $30k,West,46.22449268115392
258,22,Some College,Independent,$60k-$100k,West,0
259,58,Bachelor's,Independent,Under $30k,South,3.6796182040525913
260,44,Graduate,Democrat,Under $30k,South,32.058611418625915
261,85,High School,Republican,Over $100k,South,30.000262897230694
262,58,High School,Democrat,$30k-$60k,South,26.25707514524288
263,42,Bachelor's,Independent,Under $30k,Midwest,7.375962218312628
264,77,High School,Republican,Over $100k,Midwest,18.162746844233002
265,77,Some College,Republican,$60k-$100k,South,30.124116830827496
266,70,High School,Democrat,Under $30k,Northeast,43.1755282790836
267,29,Bachelor's,Democrat,$60k-$100k,South,38.295802426372724
268,42,Bachelor's,Republican,$60k-$100k,West,22.379886358179608
269,58,High School,Republican,Over $100k,Northeast,22.060475704662803
270,52,High School,Democrat,$30k-$60k,Midwest,38.36009270331431
271,20,High School,Democrat,$30k-$60k,West,41.741363098958544
272,65,Some College,Republican,$60k-$100k,South,8.974829807548165
273,74,Some College,Republican,Over $100k,West,34.72955909858054
274,58,Some College,Independent,$30k-$60k,West,27.30463753465385
275,78,Some College,Independent,$60k-$100k,South,32.89861472615031
276,60,High School,Democrat,$30k-$60k,South,40.021659538101524
277,51,High School,Independent,$60k-$100k,Northeast,38.22141419814325
278,42,Graduate,Republican,Under $30k,South,37.210751268349
279,36,High School,Independent,$30k-$60k,South,14.42165336061623
280,33,Some College,Republican,$30k-$60k,South,28.78026511185715
281,76,Bachelor's,Republican,$30k-$60k,South,15.06963821040577
282,24,High School,Democrat,$30k-$60k,West,15.177547329385526
283,52,Graduate,Independent,Under $30k,Northeast,17.107653615306013
284,80,Bachelor's,Independent,$30k-$60k,South,34.01018856324976
285,54,High School,Republican,Under $30k,South,33.11649511113876
286,84,Bachelor's,Democrat,$30k-$60k,West,51.105443426075176
287,78,High School,Republican,Under $30k,Midwest,20.7762515646542
288,40,Bachelor's,Independent,$30k-$60k,South,8.648314743011095
289,69,High School,Republican,Under $30k,South,27.248671680456976
290,54,Graduate,Democrat,Under $30k,West,41.73604795691966
291,24,High School,Democrat,$60k-$100k,South,28.997550511513072
292,20,Some College,Republican,$30k-$60k,Midwest,29.66856149036291
293,32,High School,Democrat,Over $100k,South,34.793729374356374
294,61,Graduate,Democrat,Under $30k,Northeast,32.79855955967487
295,49,High School,Independent,$60k-$100k,South,21.96859348686588
296,44,High School,Independent,Over $100k,South,3.0377158615742132
297,55,Some College,Independent,$60k-$100k,Northeast,16.34676287810771
298,69,Bachelor's,Republican,Under $30k,South,30.1473015510055
299,46,Bachelor's,Democrat,Under $30k,Midwest,12.911249050292128
300,51,Some College,Democrat,$60k-$100k,Northeast,41.30708544945976
301,18,Some College,Republican,$60k-$100k,West,20.05241704756041
302,24,High School,Independent,$30k-$60k,Northeast,14.033609222866389
303,71,High School,Democrat,$30k-$60k,South,29.250596791996625
304,73,Some College,Independent,$30k-$60k,West,33.9838516053905
305,78,High School,Independent,$30k-$60k,South,35.184704594072116
306,61,High School,Independent,Under $30k,Midwest,15.780785946306565
307,80,High School,Republican,$60k-$100k,South,10.31755157165395
308,51,Some College,Republican,Under $30k,West,19.824045968860315
309,26,Graduate,Democrat,Over $100k,Northeast,39.28762982980059
310,33,High School,Democrat,$30k-$60k,South,40.40612355592616
311,69,Graduate,Independent,$60k-$100k,South,31.62254725953141
312,62,Some College,Republican,$60k-$100k,Northeast,40.626413708653686
313,73,Some College,Independent,Over $100k,South,36.83750958023467
314,18,Bachelor's,Republican,$60k-$100k,West,8.761778378373037
315,58,Some College,Democrat,$30k-$60k,South,26.92782087675977
316,75,Bachelor's,Independent,$60k-$100k,West,22.43621948830609
317,27,Bachelor's,Republican,Under $30k,West,19.742238411370746
318,85,High School,Independent,$60k-$100k,Northeast,25.38581763975001
319,52,Some College,Democrat,$30k-$60k,South,63.77025077349453
320,42,Bachelor's,Democrat,$60k-$100k,West,39.95697619847224
321,20,Some College,Republican,$30k-$60k,Midwest,23.82708645303605
322,60,Some College,Independent,$30k-$60k,Northeast,40.41123363067539
323,18,High School,Independent,Over $100k,Northeast,32.02047331129177
324,56,Some College,Republican,$30k-$60k,South,50.530605418859025
325,30,Bachelor's,Independent,$30k-$60k,Midwest,17.14899089474158
326,22,Bachelor's,Democrat,$30k-$60k,South,50.68930822705363
327,50,Bachelor's,Independent,Under $30k,West,8.624806899068943
328,25,Bachelor's,Democrat,$30k-$60k,West,15.723593390768155
329,38,High School,Independent,Under $30k,South,22.466615883682387
330,18,High School,Democrat,Under $30k,Midwest,24.270590317173856
331,29,Graduate,Independent,Under $30k,South,31.213354198707755
332,43,Some College,Republican,$60k-$100k,West,19.36507221588425
333,43,High School,Democrat,$30k-$60k,Midwest,38.451175035762084
334,71,Some College,Republican,Over $100k,West,37.5481259040325
335,40,High School,Independent,$30k-$60k,Midwest,3.179790194723026
336,74,Bachelor's,Democrat,Over $100k,Midwest,56.60089108794631
337,42,Bachelor's,Republican,Under $30k,South,37.75508452819364
338,25,High School,Independent,$60k-$100k,West,25.42736444836645
339,21,Bachelor's,Democrat,$60k-$100k,South,35.434612390801185
340,76,High School,Republican,Over $100k,South,24.909051752589743
341,41,Graduate,Republican,$60k-$100k,South,56.32477781664838
342,37,Bachelor's,Republican,$30k-$60k,Northeast,23.827295480861974
343,79,Some College,Independent,$30k-$60k,Northeast,7.23490690976063
344,66,High School,Republican,Over $100k,Midwest,20.06167365336907
345,45,Bachelor's,Democrat,$60k-$100k,Northeast,56.085744259424054
346,54,High School,Republican,$30k-$60k,Midwest,25.667624759905294
347,29,Some College,Republican,$30k-$60k,West,39.92116609221815
348,50,Graduate,Independent,$60k-$100k,South,21.10266354651115
349,76,Bachelor's,Democrat,Over $100k,Midwest,39.32475082228067
350,80,High School,Democrat,$30k-$60k,Midwest,54.47160149693612
351,52,Bachelor's,Republican,$30k-$60k,South,38.969503041583664
352,73,High School,Republican,Over $100k,Midwest,31.32161209977791
353,56,Bachelor's,Republican,$60k-$100k,Midwest,35.92689836870255
354,47,Graduate,Republican,Over $100k,South,26.01083236799013
355,58,Graduate,Independent,$30k-$60k,South,21.74266404661926
356,74,Bachelor's,Independent,$30k-$60k,South,39.49380482517173
357,51,Bachelor's,Republican,Under $30k,South,17.142573352254452
358,59,High School,Republican,Under $30k,South,39.31626180201839
359,42,Some College,Democrat,$60k-$100k,South,48.261050109941124
360,18,High School,Independent,$30k-$60k,West,3.8373943092850347
361,48,Bachelor's,Democrat,$60k-$100k,West,29.252347018298085
362,58,Bachelor's,Republican,$30k-$60k,Northeast,40.74001006486082
363,35,Bachelor's,Republican,$30k-$60k,West,14.598792461803185
364,80,Bachelor's,Republican,Over $100k,Midwest,45.056310023921725
365,83,High School,Independent,Under $30k,South,3.557604020109757
366,28,Some College,Republican,Under $30k,South,3.0524599131226466
367,31,Some College,Democrat,$60k-$100k,South,19.371961514374238
368,84,Some College,Democrat,Under $30k,South,50.139178648092326
369,44,Bachelor's,Democrat,Under $30k,South,46.63723705886449
370,65,Some College,Democrat,$60k-$100k,South,39.245409645195295
371,57,High School,Democrat,Under $30k,West,37.664412057866635
372,57,Bachelor's,Republican,Under $30k,West,8.009723028280039
373,25,Some College,Democrat,Under $30k,Midwest,25.340653988783046
374,81,Bachelor's,Democrat,Over $100k,Midwest,38.49411317413525
375,63,Bachelor's,Democrat,$60k-$100k,Midwest,31.334061468309446
376,52,High School,Republican,$60k-$100k,West,29.62594701461269
377,63,Some College,Republican,Over $100k,West,32.12767627295606
378,39,Bachelor's,Republican,$60k-$100k,Northeast,42.43728545210536
379,63,High School,Independent,$60k-$100k,South,0
380,35,Some College,Independent,$60k-$100k,Northeast,37.43609690617973
381,62,Some College,Democrat,Over $100k,Midwest,26.718621582641912
382,18,Bachelor's,Democrat,$30k-$60k,South,35.06362069226558
383,36,Bachelor's,Democrat,$30k-$60k,Midwest,39.85058424573809
384,29,High School,Democrat,Over $100k,Northeast,34.94501457068207
385,81,Graduate,Republican,$30k-$60k,Midwest,41.86337873993316
386,28,Bachelor's,Democrat,Under $30k,Midwest,17.60536836187478
387,24,Bachelor's,Democrat,$60k-$100k,Northeast,19.051039613488133
388,82,Some College,Republican,Under $30k,West,31.96935545594578
389,65,Some College,Democrat,$60k-$100k,Northeast,53.11315648291826
390,22,Bachelor's,Republican,Over $100k,West,14.622392421552433
391,53,Bachelor's,Democrat,$60k-$100k,South,40.19393465812028
392,50,Bachelor's,Democrat,Over $100k,Midwest,24.543027341047033
393,32,Some College,Independent,Over $100k,South,43.871484828837225
394,40,Some College,Democrat,$30k-$60k,Midwest,25.04542495680064
395,74,Graduate,Independent,$60k-$100k,Midwest,46.555849445378556
396,22,High School,Independent,Under $30k,South,16.658938200511553
397,63,Graduate,Republican,Over $100k,Midwest,40.02582784133328
398,33,High School,Republican,$60k-$100k,South,21.71204053957826
399,66,Bachelor's,Republican,$60k-$100k,South,44.52679186313007
400,29,High School,Republican,$30k-$60k,South,34.20321595681884
401,30,High School,Independent,$30k-$60k,Midwest,30.867949459044436
402,28,Bachelor's,Democrat,Over $100k,Midwest,21.668815777471547
403,54,High School,Republican,Over $100k,South,29.357534753322113
404,65,Bachelor's,Democrat,$30k-$60k,West,44.31785543716894
405,45,Some College,Independent,$30k-$60k,South,17.21562613443752
406,64,High School,Democrat,$30k-$60k,South,31.089970096468054
407,45,High School,Democrat,$30k-$60k,South,25.47800741457481
408,61,Bachelor's,Republican,Over $100k,South,32.69611133665682
409,21,Bachelor's,Independent,$30k-$60k,Midwest,13.750436233727473
410,69,Bachelor's,Independent,Over $100k,South,23.186380198995742
411,20,Some College,Independent,Under $30k,West,21.81165347079288
412,52,Graduate,Independent,$30k-$60k,Northeast,30.612234590549335
413,59,High School,Republican,Over $100k,Northeast,27.73283208372561
414,46,Some College,Republican,Under $30k,Northeast,38.79334699943418
415,64,Some College,Republican,Over $100k,Northeast,15.68174284181216
416,50,Bachelor's,Democrat,$60k-$100k,Northeast,40.37495997960726
417,68,High School,Democrat,Under $30k,Northeast,47.297962490019145
418,43,High School,Independent,$30k-$60k,West,37.36834915125394
419,24,High School,Democrat,$30k-$60k,West,21.767441502737007
420,63,Graduate,Republican,Under $30k,West,28.711627253138147
421,75,Bachelor's,Independent,Under $30k,South,38.27221809971475
422,74,Bachelor's,Democrat,Under $30k,Northeast,33.93102851187853
423,47,Graduate,Republican,$60k-$100k,South,25.162486647958314
424,58,Bachelor's,Democrat,Under $30k,Northeast,57.30226543458914
425,31,Graduate,Independent,Over $100k,South,0
426,58,Some College,Republican,Under $30k,South,30.186324777406764
427,25,Some College,Independent,Over $100k,South,21.525795401243425
428,74,High School,Independent,$30k-$60k,South,19.420143338355174
429,64,Some College,Independent,$30k-$60k,South,11.648265455191158
430,58,High School,Republican,$60k-$100k,Midwest,27.21984005047897
431,19,Some College,Democrat,$30k-$60k,Northeast,43.45321339374687
432,70,High School,Democrat,$60k-$100k,South,44.43225369387215
433,81,Bachelor's,Republican,Under $30k,South,21.78863511527768
434,58,High School,Independent,Under $30k,West,18.215086997518537
435,76,Some College,Democrat,$30k-$60k,South,35.3737645483474
436,18,Bachelor's,Democrat,Over $100k,South,18.89458232124854
437,66,Some College,Independent,$60k-$100k,South,50.99556025852169
438,73,Graduate,Democrat,$60k-$100k,Midwest,44.24149728616147
439,56,Some College,Democrat,$30k-$60k,Midwest,38.056586731944186
440,70,Some College,Republican,Over $100k,Northeast,38.43488754021158
441,52,Graduate,Independent,$30k-$60k,Midwest,38.55596549441057
442,33,Some College,Democrat,$30k-$60k,Midwest,28.09064235528276
443,53,High School,Republican,$30k-$60k,Midwest,13.466603191707208
444,20,Some College,Independent,$60k-$100k,Northeast,27.77791081217992
445,36,Some College,Democrat,$30k-$60k,West,52.06377890090625
