"congress","bill_id","member_id","party","ideology","bill_ideology","vote","district_partisanship"
115,35,222,"Rep",0.584281893635975,-1.29900174949925,1,14.1
116,238,105,"Rep",-0.288778115153984,-0.468664779607172,1,-16.6
118,107,281,"Rep",-0.0654909755393934,1.22417436044219,0,-7
117,446,183,"Dem",0.02355003655946,-0.0502665928047627,1,29.5
116,403,332,"Dem",0.65802544125447,0.0275604926599941,1,1.6
118,301,59,"Dem",-0.476310470498987,-1.32420280845032,1,21
115,225,79,"Rep",-0.066703769950012,-0.580442159252798,0,-6.3
118,533,223,"Dem",-0.330195331487771,1.52150282264092,0,26.9
118,169,207,"Dem",0.0557698154122145,-2.78190633232577,0,-16.8
114,465,403,"Rep",-0.0193813768127069,-1.41075601771299,1,6
118,251,121,"Dem",0.544599757828033,0.728241223393327,0,11.2
115,6,63,"Dem",-0.613949097156481,-0.256210922941969,1,6.3
118,224,150,"Rep",0.268169287463664,0.223722661083605,0,20.3
115,462,280,"Rep",-0.365573672011632,-1.32308320149117,1,-17.1
115,407,345,"Rep",-0.374230489740485,-0.144291491274836,0,28.7
114,638,2,"Dem",-0.426614993944858,-1.21558614323858,0,4.9
115,485,132,"Rep",0.158807576191883,-1.5054823186377,0,20.1
118,519,70,"Rep",0.201148846260022,0.369528607290207,0,20.5
118,459,243,"Rep",0.566893186255864,-1.23724934504212,0,-9.1
114,755,306,"Dem",-0.344447685334417,0.0579616343776421,1,-10.7
116,272,506,"Rep",-0.25343508591799,0.254247429413793,1,-9.7
115,748,374,"Rep",-0.119738204266601,-1.18553533169502,1,-5.4
114,689,352,"Rep",0.225206328300912,-1.59229792518063,0,-4
116,134,71,"Dem",0.0609993200519797,-0.794088571779303,1,26.5
118,763,204,"Dem",-0.38821822334423,-1.72785758486154,0,-5.5
115,230,335,"Rep",-0.528795237528134,-2.91614717538755,0,-15.1
115,10,205,"Dem",0.362037934456313,-1.09912113256472,0,14.3
114,179,150,"Rep",0.247032763070182,0.993849778990731,1,13.4
114,483,319,"Dem",0.0939822865689354,-0.199665569377871,1,-1.2
114,556,174,"Rep",0.144355936780522,1.2519014059137,1,14.9
115,235,69,"Dem",-0.370639279050841,1.3683352862179,0,13.4
115,308,216,"Rep",-0.474932850335453,-1.98207931227565,0,-14.5
117,653,530,"Dem",0.0390713269694289,-0.37813170398471,0,-12.1
114,692,398,"Rep",0.417432021985002,1.01985804471876,1,-25.2
117,440,358,"Dem",-0.190895183134078,0.720246980603279,1,18.2
118,761,508,"Dem",0.393236270658541,-0.28291712375989,1,-23.1
117,628,144,"Dem",-0.395021088548557,-0.524097431304518,1,12.7
118,334,21,"Dem",0.574295652154234,0.376417877555184,1,4.6
115,448,221,"Dem",-0.480771128006433,0.0731120830266531,0,18.8
117,497,515,"Rep",-0.401302538090511,-0.191767967864105,0,-19.6
115,244,195,"Rep",-0.241790258998749,0.15283196012615,1,0.4
114,230,306,"Dem",-0.156752367192096,-1.20060457654704,1,15.4
115,252,16,"Dem",0.108684855772102,-1.25937394925746,1,1.3
117,106,247,"Dem",-0.366369741293116,1.05002345583773,0,28.4
114,42,340,"Rep",0.426510366702835,0.0763252334519313,1,24.9
116,299,323,"Rep",-0.707548664624225,-0.590952905620278,0,-20
117,419,242,"Rep",0.497628209397119,-1.78389159335937,0,29.7
118,772,25,"Dem",-0.504494405616422,-0.387239061325907,0,2.4
116,399,186,"Rep",-0.43781118127716,0.433599453970385,1,22.6
114,351,531,"Rep",0.264349755760959,0.658973502400677,0,-11
114,318,17,"Rep",0.386133149855486,0.293370009596788,0,0
114,1,254,"Rep",0.473324867596689,-0.709406986068433,1,8.9
117,320,403,"Dem",-0.110379645767897,-0.433735591805344,1,-4.6
117,712,529,"Rep",0.269464864017614,-0.0561761182469039,0,5.2
118,188,491,"Dem",-0.184487523748972,-0.998613847828357,0,-18.8
114,606,100,"Rep",-0.418493388020976,-0.109650971771833,1,29.2
117,602,500,"Rep",0.22740272771255,1.02497845181456,1,23.9
115,504,422,"Dem",-0.422136422462215,1.37024844826794,1,-26.6
118,636,24,"Rep",0.275097480705533,1.1018868907425,1,-11.2
114,289,299,"Rep",-0.175007603430032,1.37822054099899,1,-18
116,670,162,"Dem",-0.0982491129471397,1.58087750246061,0,-19.4
117,333,137,"Dem",0.241144126470562,-1.86227757677723,0,19.6
117,68,106,"Rep",-0.021306920642032,-0.122849374682966,1,-22.2
115,514,351,"Dem",-0.155535693503719,0.47459318423953,1,26.6
114,29,424,"Rep",-0.0350928974992885,-0.365803061894599,0,11.5
118,456,158,"Dem",-0.127043446282799,-0.823771296718804,1,9.3
117,289,311,"Rep",-0.83043980599099,0.153731095745398,0,9.7
115,709,223,"Dem",0.354862751289135,-0.855596964632191,1,10.4
114,543,23,"Dem",0.383452339141028,-0.048960532110381,0,-8.2
115,120,237,"Dem",-0.87685093307705,-0.322153412178871,1,-6
115,620,420,"Rep",-0.0803005531301517,1.34412576338109,0,-21.5
115,447,294,"Rep",0.474668922589791,0.0198917932507001,1,-2.4
116,476,505,"Rep",0.0449049141570246,-1.29639064530208,1,-5.8
116,231,463,"Dem",0.783713685624454,0.927449877975966,0,3.3
114,692,281,"Dem",-0.155562756845008,-0.0247847584108772,1,0.2
114,86,227,"Rep",0.681877538658313,-2.27716586604028,1,29.5
118,684,297,"Rep",0.373982686893396,-0.204200204175084,1,2.4
114,752,503,"Dem",-0.312292614866793,1.1576419560015,1,-12.8
118,704,219,"Dem",0.105490321448418,-0.186404075935928,0,-8.5
116,598,249,"Dem",-0.862801827492255,-0.30704448676027,0,-7.6
115,782,54,"Rep",-0.227458612064879,0.302342286268377,0,-16.7
116,761,462,"Rep",0.800653157942397,-1.97364257969293,0,-26
115,446,226,"Rep",0.326113092126503,0.339066559752343,0,14.4
117,636,386,"Rep",0.19767839950797,1.25136385449126,0,-8.2
115,91,4,"Dem",0.166040710854654,-1.00030345431991,1,27.6
114,314,156,"Rep",-0.848748206329438,0.794376488859361,0,20.4
118,547,37,"Rep",-0.00393658606198568,1.19903602802824,0,29.9
114,356,409,"Dem",0.238696359586162,2.09329010933892,1,5.2
116,712,376,"Dem",0.00307362767234137,-0.552012133667576,0,1.3
114,552,385,"Dem",0.240697165437049,1.83089038285902,1,-15.2
117,268,459,"Dem",0.189142019928511,-2.02248734373104,1,-14.5
116,339,138,"Rep",-0.162361413515489,1.62201442429456,1,-3.2
114,714,121,"Dem",0.166353508141153,1.26014480502959,0,1.5
115,233,120,"Dem",0.042681938968372,0.175128448216965,1,11.5
115,698,249,"Rep",0.535639501033377,-1.55422292271439,0,-19.9
116,40,514,"Rep",-0.03676495126747,-0.47282578408874,0,2.2
115,643,12,"Rep",-0.179681878872379,1.22841001552189,0,-20
114,726,310,"Dem",0.333801769021618,-0.311857699277609,0,-26.2
117,667,371,"Rep",-0.475694661022503,-1.66805136863096,1,-14.8
114,347,318,"Rep",-0.167408238883053,1.30793665602297,1,-15.4
116,277,96,"Rep",0.70372896772675,1.69112233180438,0,-20.1
116,230,370,"Dem",-0.236663640501434,-0.409951488852364,1,22.8
115,123,14,"Rep",-0.315100376509793,-0.459246322862093,1,11
118,559,184,"Dem",-0.188219003895044,0.876418190790737,1,-25.1
117,651,247,"Dem",-0.449865156236214,-1.1800882052687,1,13.6
116,183,170,"Rep",-0.614619671769396,1.52993673584092,0,1.6
115,620,394,"Dem",-0.700795108424354,0.545845408822195,1,29.5
117,553,240,"Dem",-0.165551154269661,-0.00364903473453428,1,-23.9
114,26,369,"Rep",-0.566594552708038,-1.76621697424272,0,-13.2
117,717,514,"Rep",-0.379909354565768,0.255734446567897,1,25.9
114,236,185,"Rep",0.761434012696309,-0.890585405397598,1,12.6
114,111,52,"Dem",0.265934986637194,-1.06228323398825,1,28.7
114,301,254,"Dem",-0.107311314661166,1.6870934645657,1,22.4
116,551,410,"Rep",0.525805051451121,1.3457812104712,1,18.6
116,190,441,"Dem",0.105588389191956,-0.851457326464309,0,18.3
115,600,59,"Rep",-0.0041442111929103,-1.31628520983142,1,7.9
118,662,218,"Dem",-0.148153491587617,0.0276576304546884,1,17.3
118,192,117,"Rep",-0.213964614492477,0.586913995801334,1,-13.6
117,204,462,"Dem",0.180706813066052,-0.163859789679381,1,21.1
115,524,447,"Rep",0.485283553032738,-0.163317765338064,0,12.2
114,143,344,"Rep",0.288879890631489,0.318317487413216,0,19.2
115,609,16,"Dem",0.0305544630039549,-0.0990733326315792,1,-19.6
115,98,34,"Rep",0.00623258741769489,0.0394622849834434,0,-10.6
114,78,330,"Rep",0.90979296674061,-0.371488946122962,1,8.8
114,372,306,"Dem",0.0477456336303598,0.424390662925795,1,18.1
115,613,190,"Rep",-0.252578987692028,0.531100488553305,0,-25.3
115,141,493,"Dem",0.317367105867294,-1.23501291540775,0,-4.6
118,142,262,"Dem",0.531091573765876,-0.673860484996288,1,27.7
117,42,1,"Dem",0.525209098084509,-0.721119338650398,0,-22.8
118,55,175,"Dem",-0.965619783011759,-1.07462553297312,1,17.5
117,332,293,"Rep",-0.461553280275463,-2.03988764871334,0,29.5
118,420,87,"Dem",0.24930394667167,-0.317228449338613,1,21.7
116,721,333,"Dem",0.507481349287544,0.657289756773945,0,-25.9
117,103,84,"Dem",0.214764581668722,0.159375151293346,1,27.1
114,42,135,"Rep",-0.625303927061281,0.962274999514698,1,1
118,170,414,"Dem",0.227519177460827,-0.314669648296005,1,-0.3
115,543,378,"Rep",0.632025491776867,-0.451687309649694,0,-29.4
114,432,200,"Dem",-0.554280708391178,-0.798605372104668,1,-5.2
116,799,182,"Rep",0.0931465187348498,-0.00170870086358261,1,-1
116,621,528,"Dem",-0.00783919120689636,0.80025448234764,0,7.6
117,484,492,"Rep",-0.00641258683016924,1.44760287251148,1,-9.3
114,208,277,"Dem",-0.61873681208558,-0.608424966610668,1,-22.3
117,524,384,"Dem",0.0543390200866828,0.65821780289482,1,-13.1
116,134,207,"Dem",0.641960647409766,0.787844267026452,0,-4.5
118,705,32,"Dem",0.213607291901371,0.692858405277047,1,-12.6
114,642,327,"Rep",0.895378721757197,0.238381537788663,1,3.8
115,470,371,"Dem",-0.0942781416153732,0.392266082797453,0,-8.1
116,635,433,"Rep",-0.471291153412857,0.408530502680847,1,17.6
116,348,114,"Rep",0.0285526641074548,0.477217208253607,1,13
116,328,372,"Dem",-0.784086292257506,1.22257291555118,1,-18.9
115,290,3,"Dem",0.0759570746132107,-0.239978266385198,0,7.4
115,6,378,"Rep",0.489353949765923,0.177036621855636,0,29.6
117,146,223,"Rep",-0.436826315084897,0.961675411490447,0,-6.3
117,104,227,"Dem",-0.175671748512456,0.487733866620208,0,-21.2
116,311,24,"Rep",0.194634155221558,-1.168287279166,1,-23.8
114,426,148,"Rep",0.204694729698064,-0.540758894472937,0,-24.6
114,779,521,"Dem",0.123847065463931,0.422105409479754,1,2
116,583,455,"Rep",-0.40514075981489,-0.099440859756634,0,-1.8
118,507,367,"Dem",-0.370023457224563,1.84218911354774,0,28.5
118,670,418,"Rep",-0.0694980608003867,-0.0600445863678312,0,-29.2
118,337,440,"Dem",0.186466743848969,0.31368343465054,0,23.6
117,654,276,"Rep",0.380438616515396,-0.695975197040538,1,27.3
116,772,338,"Rep",0.00022465698602607,0.528379864051165,1,22
117,570,316,"Rep",-0.978937569382761,1.58523508302809,0,-4.1
116,602,322,"Rep",0.0558611470782021,-0.039859522728025,1,-18.6
116,31,404,"Dem",-0.531690681045354,-0.706978010525732,1,-10.3
118,406,495,"Rep",-0.503479776172096,-0.589833282136986,1,-2.6
115,419,87,"Dem",-0.453134519108736,-1.26983862085127,0,-21.8
114,289,9,"Rep",0.258999845004432,1.25958962138079,1,19.8
115,749,362,"Dem",-0.146197544318199,0.25609147245641,0,7.9
118,78,533,"Dem",-0.43024236825707,1.36411242113413,1,2.1
117,72,517,"Dem",-0.18271330722718,-1.21976717438638,1,-3.3
116,578,391,"Dem",0.194620568790841,1.23030725957933,0,-24.2
115,260,78,"Dem",0.359691793610852,2.50641081598088,0,15.6
114,462,497,"Rep",0.175735708916379,-0.121292809392488,0,7.9
117,464,403,"Rep",0.170854542351749,1.10385694369616,1,25
114,621,351,"Dem",0.304763274320436,-0.547151171975593,0,11.8
115,326,253,"Rep",0.0593905846113002,0.243840045689229,1,-22.4
114,522,271,"Dem",-0.412902298865415,2.81119717458373,1,-10.9
118,616,102,"Dem",0.342888186226084,-0.670148157469427,0,24.8
118,465,210,"Dem",-0.58557784768061,-1.25629096802704,0,14.5
115,758,360,"Rep",0.350034831338585,0.816896943291651,1,26.3
114,230,192,"Rep",-0.228982777650749,0.501766903789349,1,24.6
118,299,33,"Rep",-0.195903260100668,-0.0461582422915398,0,21.7
114,143,323,"Rep",-0.442803755506777,0.886090018952754,0,-20.5
114,494,335,"Rep",0.72503822229319,-0.608813249515961,1,25.3
117,620,522,"Dem",-0.293002561472362,-1.0462490268261,0,4.5
114,273,166,"Rep",0.502753932617321,1.67888638001638,0,27.9
116,489,438,"Rep",0.328605355733785,-2.03072038541972,0,23.9
115,620,79,"Dem",0.236610675757803,0.490466319385023,1,-13.9
116,87,122,"Dem",0.0783148996620066,-0.237927807122095,1,7.1
115,701,179,"Dem",0.123902515623977,-1.89351423497361,1,-15
115,113,416,"Dem",0.179272017125912,-0.236237684299064,0,-4.6
116,406,218,"Rep",-0.335638256825292,1.4665619324429,1,15.8
115,650,160,"Dem",-0.0772136905636282,-0.865582036367921,0,-18.7
114,98,127,"Dem",-0.385335882652909,1.56141474433998,0,-28.1
115,41,422,"Rep",-0.144937792934024,2.36044409027261,0,-2.5
116,329,116,"Dem",-0.491617937703352,-0.0197269980212401,0,-18.8
118,435,287,"Dem",0.131637303508693,-0.226105693615273,1,14.9
118,638,484,"Rep",0.0414207582028676,-0.908739031480677,0,6.7
115,734,208,"Dem",-0.0953890979444106,-0.0209674668573383,1,-15.6
116,708,40,"Dem",-0.0333584341616339,-0.672933896078516,0,-29.7
117,287,516,"Rep",0.672405402011024,-0.629942846174495,1,11.5
117,348,451,"Dem",-0.747336860739147,2.2506831116925,1,15.2
114,724,208,"Rep",0.410818254512105,-1.45496994208419,1,4
117,706,484,"Dem",0.337027602243879,-0.223419560390544,1,-8.4
118,724,522,"Rep",-0.48881402160057,-1.7058685445399,1,3.5
118,128,529,"Dem",0.132630640564428,-0.144270161849863,0,0.4
116,69,315,"Rep",0.125036714441562,0.818536674274007,1,21.3
117,211,149,"Dem",-0.0739773975279798,-0.131172356842928,1,-11.1
116,521,178,"Rep",0.66030118212626,-0.141425898330469,0,-8.1
114,50,356,"Dem",-0.716320874815645,0.0747733826335053,1,16.9
115,704,203,"Dem",0.434596057074397,0.244434791462074,0,-20.1
118,690,62,"Rep",0.162911810379302,0.999788032303799,1,18.6
116,139,465,"Dem",0.350179842621176,-2.0814117894399,1,-17.6
115,236,228,"Dem",0.280230776871817,-0.52910947639542,1,-5.2
114,440,384,"Rep",-0.385752507813607,1.07267383353555,1,0.6
116,357,515,"Dem",-0.247558917727345,0.175565286188267,1,5
114,598,24,"Rep",-0.726358887205891,-0.0517759115405247,0,17
115,794,178,"Dem",0.0743274282967379,-0.0153113283053055,1,-27.9
114,96,12,"Dem",0.283916232931586,-1.49400181488228,1,-27.4
116,692,169,"Dem",0.303248343527324,-0.143376807587561,0,-11.9
115,691,380,"Dem",-0.0534446116284896,-0.0845332039683648,1,-18.6
115,495,313,"Dem",0.401789130302029,-0.301139011967425,1,-5.9
115,496,433,"Dem",0.264084105504469,0.861721279104823,0,1.7
117,493,129,"Dem",0.311697149958371,0.534393439137056,1,-14.4
114,90,287,"Dem",0.375747449482807,2.54081303592632,0,-17.3
116,256,353,"Rep",-0.083804286758237,-0.275288125277079,0,6.6
118,291,412,"Dem",0.617834847204582,-0.135919394836793,1,4.8
117,590,364,"Rep",-0.483791845012265,-0.928862451438266,1,4.6
117,203,202,"Rep",-0.411420378028658,-0.462180365938617,1,17.5
114,520,40,"Dem",0.25038368716275,1.34022499326921,0,-29.4
115,297,2,"Dem",0.78746637056056,0.87836079735473,1,-20.3
115,590,60,"Dem",-0.287080383987885,-0.559788995897006,1,-21.6
118,203,352,"Rep",0.235397108915283,-0.180176832686215,1,25.6
118,438,371,"Rep",-0.203906277875233,-0.182926116974086,1,-6
116,681,484,"Dem",0.651423744176518,-1.30317005214794,1,-8.6
114,189,411,"Dem",0.085854523089134,-0.395522990346924,1,-26.3
116,705,29,"Rep",-0.525526946535856,0.750920644834357,1,9.7
118,70,345,"Dem",0.23934764298807,-2.05471835061618,0,-24.8
117,286,39,"Dem",0.148391871114568,0.188082563581961,1,2.1
115,402,58,"Rep",0.88703657640069,0.0213642061688426,0,14.1
114,207,230,"Dem",-0.378954539161458,-0.687513465907975,0,-15.5
115,172,139,"Dem",0.120305755863885,-0.354944362222564,1,-20.9
115,422,488,"Dem",0.0096847864899532,-0.338988194750926,1,-27.1
115,227,192,"Rep",0.602876516332377,-0.934030985412777,1,-22.2
117,765,478,"Rep",-0.323013017874122,0.687705213278795,0,-15.3
117,722,216,"Rep",-0.301519874246639,-0.943813716571777,0,15
118,588,372,"Rep",-0.219180613626763,1.12731345929074,0,-3.5
116,399,59,"Dem",-0.229906396941465,-1.2938199005087,1,-4.3
114,495,136,"Dem",-0.245611871809457,-0.14443822976703,1,-17.4
114,215,80,"Rep",-0.112724919482895,1.41683262722997,1,2
116,446,90,"Dem",0.575138370977586,1.42857202947994,1,-26.5
117,216,401,"Dem",0.322634911716231,-0.185100357313235,1,-4.3
115,539,72,"Dem",-0.266789523585192,1.55314392402003,0,-23.5
115,41,172,"Dem",0.497411145731663,-1.28412407637404,1,-28.2
115,362,173,"Rep",0.163729704793102,-1.23275322167468,1,22
115,799,165,"Dem",0.349890674792744,-1.26114839379533,1,-27.7
114,458,461,"Rep",-0.13922362142102,-0.326551311376965,0,13.9
114,679,298,"Rep",0.234366354452107,-2.3664795833803,0,-20.6
117,120,75,"Dem",0.0802706421877357,-0.246872652983709,0,-25.5
115,41,29,"Rep",0.58611394995032,-0.599472470553977,1,-23.2
118,629,261,"Dem",-0.722531362119142,-2.21797405425556,1,-12.8
117,612,383,"Dem",0.0228586342020134,0.369061483573738,1,-7.7
117,106,502,"Rep",-0.381347223006932,0.549057201535069,1,29.1
118,690,510,"Rep",0.204512781909591,1.63929066334995,0,-20.3
115,101,285,"Rep",0.718124999087709,1.00947937555501,1,-6.6
115,183,341,"Rep",-0.301900414400954,-0.412351114178011,0,15.1
116,259,309,"Rep",0.311303260289899,-0.187126091912482,1,21.2
116,130,381,"Rep",0.112454793917,-0.786951418249183,0,15.2
115,581,360,"Rep",-0.6003051476939,-0.421027992455942,1,-7.2
115,327,412,"Dem",0.242876109421358,-0.581812306367527,1,-3.3
115,250,400,"Rep",0.612927137080514,1.83883023203324,0,13.6
117,576,329,"Dem",0.770880701730437,0.259206378592708,1,-2.9
116,157,107,"Dem",-0.326332217119526,-0.339682803205116,1,14.7
116,542,5,"Dem",-0.172628617581334,-0.364231318572738,1,11.4
116,72,334,"Rep",-0.223296242620634,1.05128949280244,1,16.4
115,751,500,"Rep",0.0558493705057277,0.426706812824481,0,-11.4
115,420,226,"Rep",0.144499702556999,0.583634344634303,0,-17.3
115,670,294,"Rep",-0.425488050630256,0.115773924705269,1,17.8
114,489,112,"Dem",0.152997293723064,-0.911420340701825,0,9
115,704,118,"Dem",0.747476445663221,0.263331056325646,0,11.9
116,337,62,"Rep",0.0295164356626396,0.676427984394835,0,2.5
114,101,500,"Dem",0.00857795198128952,-0.606875599983904,0,12.1
114,551,174,"Rep",-0.00453479857036634,0.569121665280925,1,-0.8
114,600,438,"Rep",0.220618166919828,-0.13877297197587,1,23.5
116,697,4,"Dem",0.267287785623111,-0.162528832577999,0,4
115,215,393,"Rep",0.0302819967506737,0.136184669176796,0,-2.6
117,685,173,"Rep",0.0814302381154487,0.00925934305848277,0,-6.9
117,399,154,"Rep",-0.0992883140136493,-2.27003208191043,0,-5.4
115,44,289,"Rep",0.455754418324158,-1.60555927628682,0,28.2
115,760,54,"Rep",-0.183784559150895,-0.687840955604839,0,-6.5
115,775,104,"Rep",0.122975314345967,-0.247867457115566,0,18.7
116,775,156,"Dem",0.430255379488696,-0.566239948913548,0,21
115,9,462,"Rep",0.271196181679963,-2.7853364735844,0,21.6
114,20,148,"Rep",0.37685162507143,-0.103220222366082,0,-25.1
117,352,321,"Dem",0.60036624873049,0.0934612469752759,1,17.7
115,693,227,"Dem",-0.696160340798172,-1.03024383300303,0,-12.9
117,532,487,"Rep",-0.12337982037662,-1.7108667586549,0,2.3
116,760,161,"Rep",-0.303348058308409,0.0845643939215298,1,2.5
117,569,489,"Dem",0.540214803978119,1.49397593614644,0,-11.7
117,102,452,"Rep",-0.455885446338881,-0.995220426097624,1,19.1
114,660,450,"Rep",-0.321635140918377,-1.31596639262312,1,-25.8
115,296,443,"Rep",-0.114849717121377,0.0774019396061855,1,-2.2
118,597,430,"Rep",-0.0578731230121372,0.75244087630799,0,1.1
115,442,69,"Dem",0.19000815062792,0.190384066261143,0,18.4
115,507,7,"Dem",0.101656939372293,0.992313029036935,0,2.7
118,498,444,"Dem",0.108685312283621,-0.208892908031141,1,16.5
114,494,155,"Dem",-0.514200988857061,-0.195282444643414,0,22.4
117,756,490,"Dem",-0.361003288119092,-0.814342756937013,0,12.2
118,459,330,"Rep",0.00533236474479434,0.349471778953236,1,-17.5
114,581,35,"Rep",0.00516357418329068,-0.351178293189004,0,-16.3
116,78,534,"Rep",-0.151052645976983,2.16516910471135,1,0.7
115,785,466,"Dem",0.0939942229410403,-1.62476164383656,0,20.8
116,583,102,"Rep",-0.341245183602448,-0.857714379115791,0,-3.2
114,459,371,"Rep",0.359018780103233,-1.88808975082084,1,-12.8
114,112,223,"Rep",-0.377460628376807,0.0252109627887723,0,-20.6
114,615,204,"Rep",-0.316515325994456,0.109014781161761,0,27.8
117,229,335,"Rep",0.133146009465606,0.537838697340011,1,3.7
114,243,499,"Dem",0.0308966148710808,-0.875605698395298,1,-7.9
116,270,436,"Dem",-0.46598232393339,1.35209951838708,1,-17
115,684,211,"Dem",-0.28363090039173,-0.652086872684899,1,-9.3
114,26,162,"Rep",-0.17476584647671,0.619270745332977,1,23.1
116,477,274,"Dem",0.326002268781525,-0.782541534663727,0,-4.7
118,445,416,"Rep",0.0125719240413579,0.626974098615471,1,-20
118,122,292,"Rep",-0.577487743996648,-0.502075491657401,0,-28
115,246,352,"Dem",-0.184492411283986,-0.951056163112561,0,1
115,74,9,"Dem",0.0539599483664543,-0.754387247325522,0,19.1
115,55,186,"Dem",0.0075433381569921,-0.856021062399721,0,-19.5
115,136,169,"Rep",0.345198008334312,-2.2162123089688,0,-11
116,454,404,"Dem",-0.177875268737434,1.57995918780405,0,3.4
117,683,52,"Dem",-0.90280992265867,0.224875268733441,1,2.2
114,105,144,"Dem",0.380442493003121,1.82692903225034,1,-24.3
117,247,435,"Rep",-0.731302282264716,0.785475698625619,0,-7
116,104,414,"Rep",-0.169101942843656,0.0806182895087077,1,23.8
